,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,3,3,ジュエルインパクト,セ5,55,的場文男,1:48.5,,---,3,465(+1),[地] 阪本泰之
1,2,2,2,テルブレイバリー,牡4,55,石崎隆之,1:48.6,1/2,---,2,536(0),[地] 菅原秀雄
2,3,8,13,セクシーディナー,牝4,53,内田博幸,1:48.6,クビ,---,1,464(+3),[地] 赤嶺本浩
3,4,3,4,ユキシマルション,セ5,55,沢佳宏,1:49.1,2.1/2,---,6,493(+5),[地] 倉内賢
4,5,4,5,グットウエイ,牡4,55,佐藤正晃,1:49.1,ハナ,---,10,451(+5),[地] 佐藤寿
5,6,1,1,アンジェリーク,牝5,53,武智政明,1:49.2,1/2,---,7,430(+2),[地] 武智一夫
6,7,7,11,グランオラシオン,牝7,53,堀千亜樹,1:49.8,3,---,11,416(-6),[地] 秋吉和美
7,8,6,9,オールワンダー,牝5,53,鷹見浩,1:50.0,1,---,12,457(0),[地] 山藤統宏
8,9,4,6,ハナソフィア,牡6,55,早田秀治,1:50.2,1,---,4,448(+8),[地] 赤間清松
9,10,7,12,フリートスペシャル,牡6,52,柏木健宏,1:50.3,1/2,---,13,439(-6),[地] 柏木一夫
10,11,5,7,スマトラトラ,牡4,55,宮浦正行,1:50.3,クビ,---,5,471(-4),[地] 岡部盛雄
11,12,6,10,フタバタイガー,牡5,55,立花伸,1:50.7,2,---,9,471(+4),[地] 須田茂
12,13,8,14,サンダーゲイト,牡6,55,森下博,1:50.7,クビ,---,8,521(+1),[地] 五百蔵幸
13,14,5,8,ラスカルカレッジ,牡6,55,神沢和弥,1:51.0,1.1/2,---,14,500(+7),[地] 高柳恒男
