,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,7,10,アンドゥオール,牡4,57,松永幹夫,1:45.2,,1.3,1,478(-4),[西] 長浜博之
1,2,8,12,ダンサーズナカヤマ,牡3,54,藤田伸二,1:46.0,5,5.4,2,518(+6),[東] 高市圭二
2,3,1,1,ツルギセンタン,牝4,55,小林徹弥,1:46.1,3/4,14.1,3,510(-6),[西] 安田伊佐
3,4,5,7,ヤマノサップ,牡3,54,斉藤正弘,1:46.1,アタマ,30.7,7,464(+4),[東] 畠山吉宏
4,5,4,4,マストビーエンゼル,牡5,57,古川吉洋,1:46.2,3/4,32.0,8,486(+2),[東] 柴崎勇
5,6,5,6,ロビンナカヤマ,牡6,57,加藤和宏,1:46.2,ハナ,20.1,4,506(-2),[東] 小西一男
6,7,3,3,ミヤマガリバー,牡4,57,武士沢友,1:46.4,1.1/4,20.9,5,490(0),[東] 増沢末夫
7,8,4,5,シンプルイズベスト,牝5,55,田面木博,1:46.7,1.3/4,159.7,13,436(0),[東] 高松邦男
8,9,6,9,スギノフォルモーザ,牝6,55,勝浦正樹,1:47.0,1.3/4,46.0,10,454(+4),[東] 鈴木康弘
9,10,8,13,ライラックノカオリ,牝4,55,千田輝彦,1:47.2,1,85.4,11,446(0),[西] 渡辺栄
10,11,7,11,ニシノコマンド,牡5,57,松田大作,1:47.5,1.3/4,110.5,12,514(-10),[東] 石毛善彦
11,12,6,8,タイガーバッハ,セ3,54,横山賀一,1:48.2,4,22.4,6,480(0),[東] 伊藤圭三
12,13,2,2,テイエムロカビリー,牡5,57,北村浩平,1:48.5,1.3/4,41.3,9,480(-4),[西] 谷潔
