,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,6,10,リカオーナイン,牝3,54,中舘英二,1:54.7,,3.1,2,456(-2),[東] 清水利章
1,2,2,3,ヤマニンピボワンヌ,牝3,54,二本柳壮,1:55.2,3,3.0,1,450(+8),[東] 鈴木康弘
2,3,4,6,コスモシウテクトリ,牡3,56,石橋脩,1:56.3,7,13.1,5,474(0),[東] 斎藤宏
3,4,6,11,マイネルセグレイト,牡3,56,吉田隼人,1:56.3,クビ,10.8,4,484(+4),[東] 武市康男
4,5,1,1,ニシノシンワ,牝3,54,安藤光彰,1:56.5,1.1/2,23.3,8,432(0),[東] 清水英克
5,6,3,4,マンハッタンナイト,牡3,56,松岡正海,1:57.0,3,6.1,3,500(-2),[東] 斎藤誠
6,7,8,15,ローリングソバット,牡3,56,田辺裕信,1:57.1,1/2,21.2,7,454(-1),[東] 久保田貴
7,8,3,5,テキサスイーグル,牡3,56,木幡初広,1:57.9,5,33.2,10,536(-4),[東] 中川公成
8,9,5,8,メジロポラリス,牡3,55,大野拓弥,1:58.0,クビ,29.4,9,500(0),[東] 奥平雅士
9,10,8,14,タケデンコンゴウ,牡3,53,千葉直人,1:58.2,1.1/2,144.0,13,472(+6),[東] 田子冬樹
10,11,7,12,ブルースターボウ,牝3,54,加藤士津,1:58.7,3,45.1,11,460(0),[東] 佐々木亜
11,12,5,9,ホライズンピアス,牝3,54,郷原洋司,1:58.7,ハナ,84.9,12,436(-8),[東] 田村康仁
12,13,7,13,タケショウテイオー,牡3,53,田中博康,1:59.2,3,202.0,14,514(+2),[東] 加藤和宏
13,14,2,2,ウインエンパイア,牡3,56,北村宏司,1:59.3,1/2,17.3,6,430(-6),[東] 二ノ宮敬
14,15,4,7,サイレントルドルフ,牡3,56,小林淳一,2:00.5,7,209.1,15,472(0),[東] 稲葉隆一
