,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,1,1,ストーンリバー,牡5,57,御神本訓,2:10.8,,3.2,2,509(+8),[地] 福田真広
1,2,7,9,キャッスルクラウン,牡5,57,本田正重,2:11.1,1.1/2,7.3,5,459(+3),[地] 渋谷信博
2,3,5,5,サウスアメリカン,牡4,57,矢野貴之,2:11.3,1.1/2,20.8,6,497(+6),[地] 高月賢一
3,4,8,11,フレアリングダイヤ,牡4,55,藤本現暉,2:11.4,1/2,44.0,8,500(-8),[地] 市村誠
4,5,6,7,シカゴジャズ,牡4,57,今野忠成,2:11.6,1,2.5,1,514(-1),[地] 内田勝義
5,6,4,4,アッキー,牝6,55,柴田大知,2:11.7,クビ,7.1,4,466(+11),[地] 林隆之
6,7,2,2,ハレカイ,牡5,55,町田直希,2:11.8,1/2,79.1,10,506(-1),[地] 平田正一
7,8,6,6,ゼンノウラヌス,牡7,57,森泰斗,2:11.9,3/4,30.9,7,507(-3),[地] 佐々木仁
8,9,3,3,トーセンオリンピア,牡3,55,張田昂,2:12.1,1,6.8,3,490(-1),[地] 張田京
9,10,7,8,ピアシングステア,牡7,57,笹川翼,2:12.2,1/2,72.3,9,495(-2),[地] 鷹見浩
10,11,8,10,ナガラキコウシ,牡7,57,繁田健一,2:13.3,5,172.4,11,464(0),[地] 玉井昇
