,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,1,1,ミヤジフランガン,牡4,56,森泰斗,1:41.9,,1.7,1,463(+3),[地] 三坂盛雄
1,2,3,6,ショウナンハドル,牡5,56,吉原寛人,1:42.2,1.1/2,12.6,4,486(-2),[地] 三坂盛雄
2,3,8,16,ビーザライト,牡5,56,笹川翼,1:43.0,4,16.6,6,535(+4),[地] 的場直之
3,4,4,7,フレアリングダイヤ,牡4,56,井上幹太,1:43.3,1.1/2,8.2,3,494(+3),[地] 市村誠
4,5,2,3,コスモバレット,牡4,56,真島大輔,1:43.5,1,58.9,11,497(+5),[地] 宗形竹見
5,6,1,2,シンボリマティス,牡7,56,的場文男,1:43.5,アタマ,28.9,9,509(-4),[地] 久保田信
6,7,6,11,ウインプライズ,牡9,56,川島正太,1:43.6,1/2,78.8,13,471(-3),[地] 三坂盛雄
7,8,6,12,エイシンルジーナ,牝5,54,御神本訓,1:43.9,1.1/2,7.5,2,523(-3),[地] 荒山勝徳
8,9,5,10,アーチデューク,牡5,56,山崎誠士,1:44.0,1/2,61.7,12,528(+3),[地] 荒井朋弘
9,10,3,5,ダンシャク,牡4,56,上田健人,1:44.1,1/2,32.2,10,493(+10),[地] 寺田新太
10,11,2,4,ヒロイックサーガ,セ6,56,村上忍,1:44.1,ハナ,84.8,14,499(0),[地] 上杉昌宏
11,12,8,15,バルミーゴーラ,牡5,56,繁田健一,1:44.7,3,18.1,7,504(+9),[地] 佐藤賢二
12,13,7,13,ミラクルウィング,牡6,56,和田譲治,1:45.1,2,24.0,8,456(+3),[地] 久保杉隆
13,14,7,14,ワカチナ,牝6,53,吉井章,1:45.2,1/2,119.5,15,462(-7),[地] 堀千亜樹
14,15,4,8,ラッキーモンキー,牡5,56,有年淳,1:45.3,クビ,178.5,16,514(+32),[地] 鷹見浩
15,16,5,9,シャドウボーダー,セ5,56,本田正重,1:45.6,1.3/4,16.2,5,520(+4),[地] 的場直之
