,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,3,3,カチドキリュウ,牡4,57,池添謙一,1:48.0,,6.1,3,474(+2),[西] 柴田光陽
1,2,6,7,モンテカルロ,牡6,56,武幸四郎,1:48.1,3/4,8.7,5,490(-16),[東] 松山康久
2,3,2,2,ロングカイソウ,牝5,54,小池隆生,1:48.2,クビ,9.9,6,488(+8),[西] 大根田裕
3,4,5,5,サンフェザント,牡7,56,難波剛健,1:48.8,3.1/2,135.3,11,474(-6),[西] 高橋成忠
4,5,7,9,クーリンガー,牡3,51,和田竜二,1:48.9,3/4,5.3,2,522(+12),[西] 岩元市三
5,6,1,1,マチカネヤッコダコ,牡6,56,佐藤哲三,1:48.9,ハナ,48.4,9,460(-6),[西] 西園正都
6,7,8,10,ホーマンスピリット,牡7,58,幸英明,1:49.5,3.1/2,2.9,1,468(0),[西] 安田隆行
7,8,4,4,ミスイロンデル,牝3,50,芹沢純一,1:50.9,9,48.7,10,436(+12),[西] 島崎宏
8,9,6,6,チェリーラスター,牡7,57,田島裕和,1:51.2,1.3/4,12.9,8,478(-10),[西] 大根田裕
9,10,8,11,タマモルビーキング,牡5,56,太宰啓介,1:51.8,3.1/2,10.8,7,488(-3),[西] 川村禎彦
10,11,7,8,ダイタクギンガ,牡6,56,河内洋,1:53.5,大,6.9,4,474(-14),[西] 福島信晴
