,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,1,1,ドラールアラビアン,牡5,55,的場文男,1:54.7,,---,1,503(-3),[地] 赤間清松
1,2,4,6,イヴフォンテン,牝7,53,鈴木啓之,1:55.5,4,---,2,470(0),[地] 須田明雄
2,3,2,2,スルガオーシャン,牡5,55,立花伸,1:55.6,1/2,---,6,486(-1),[地] 立花貢
3,4,8,13,グリドルボーン,牝6,53,佐藤祐樹,1:55.6,クビ,---,4,480(+12),[地] 大山二三
4,5,3,4,ムーンライトクイン,牝6,53,宮浦正行,1:55.8,3/4,---,8,471(-1),[地] 岡部盛雄
5,6,4,5,マルコテイオー,牡7,55,金子正彦,1:56.5,3,---,10,440(-2),[地] 長谷川蓮
6,7,7,11,ダブルミカオー,牡6,55,石崎隆之,1:56.6,3/4,---,3,478(-2),[地] 高月由次
7,8,5,7,セリノトルネイド,牡7,55,鷹見浩,1:56.6,クビ,---,5,459(-4),[地] 中村護
8,9,3,3,ドンボーイ,牡6,55,的場直之,1:56.8,1,---,13,510(+5),[地] 栗田繁
9,10,6,10,タカトモフラッグ,牡5,55,吉井竜一,1:57.6,4,---,7,450(-5),[地] 竹山隆
10,11,5,8,グリーンファイヤ,牡5,55,沢佳宏,1:57.7,1/2,---,14,483(-3),[地] 三坂博
11,12,7,12,ランドアリエス,牡7,55,一ノ瀬亨,1:58.2,2.1/2,---,11,464(-8),[地] 安池保
12,13,6,9,ジュディペアレ,牝7,53,内田博幸,1:58.3,3/4,---,9,457(+5),[地] 栗田泰昌
13,14,8,14,ミネノホマレオー,牡6,55,森下博,2:00.3,大,---,12,494(-5),[地] 梅山和則
