,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,3,3,コロニアルペガサス,牝6,54,坂口裕一,1:17.4,,1.2,1,488(-4),[地] 佐藤祐司
1,2,8,10,ペルルフィーヌ,牝4,54,阿部英俊,1:18.1,4,5.4,2,467(0),[地] 佐々木由
2,3,5,5,シャイニーサンデー,牡6,56,関本淳,1:18.8,4,24.0,5,496(+5),[地] 熊谷昇
3,4,1,1,セイランダンス,牝6,54,菊地康朗,1:19.2,2.1/2,35.1,8,456(+8),[地] 関本浩司
4,5,2,2,チュウワプリンセス,牝5,54,小林俊彦,1:19.4,1.1/4,16.7,4,405(+1),[地] 桜田浩樹
5,6,4,4,ボウモア,牡4,56,高橋悠里,1:19.5,1/2,28.9,7,480(+2),[地] 関本浩司
6,7,6,6,コスモマリースター,牝6,54,山本政聡,1:19.8,1.1/2,44.7,9,449(-1),[地] 平沢芳三
7,8,7,7,モリノアルガリー,牝5,54,大坪慎,1:19.9,3/4,12.2,3,446(-5),[地] 小笠原義
8,9,7,8,ヒャクネンニイチド,牡6,56,菅原辰徳,1:19.9,ハナ,24.0,5,448(-1),[地] 小笠原義
9,10,8,9,マツリダマンマ,牝6,54,斉藤雄一,1:20.2,1.3/4,54.6,10,457(-1),[地] 城地俊光
