,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,3,3,フライングトウコウ,牡4,53,丸山弘之,1:37.9,,---,7,431(+6),[地] 加藤光司
1,2,2,2,スズアドベンチャー,牡5,54,茂呂菊次,1:38.1,3/4,---,2,499(-1),[地] 木村昌志
2,3,7,9,トワノキングオー,牡5,54,横山克彦,1:38.5,2,---,8,464(-5),[地] 木村昌志
3,4,7,10,デルマキングオー,牡5,53,水野貴史,1:38.5,クビ,---,1,517(+8),[地] 川嶋弘吉
4,5,6,7,メモリースワローズ,牡6,55,金井正幸,1:38.7,1,---,4,465(+5),[地] 川嶋弘吉
5,6,1,1,マルワカブライアン,牡8,55,矢菅清志,1:39.1,2,---,9,488(-2),[地] 浜田勝三
6,7,5,6,アイノサート,牝5,52,菊池義昭,1:39.1,アタマ,---,11,474(+2),[地] 瀬谷保司
7,8,5,5,カネゼンテイオー,牡6,55,加藤和宏,1:39.1,クビ,---,6,454(+1),[地] 渋谷武久
8,9,8,12,リワードアルシオン,牡5,53,斉藤誠,1:40.2,5,---,10,475(+3),[地] 渡辺和泰
9,10,8,11,アイアンショット,牡6,54,舞木強,1:40.8,3,---,12,448(+7),[地] 青木幸一
10,11,6,8,ツメノロード,牝7,51,赤見千尋,1:41.2,2,---,3,442(+6),[地] 仲沢道夫
11,12,4,4,チーフコマンド,牡6,55,丸山侯彦,1:41.9,3,---,5,462(+7),[地] 周藤清
