,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,3,3,ガルボマンボ,牡3,56,永森大智,1:33.3,,5.3,3,437(-3),[地] 細川忠義
1,2,8,10,カフェファンタスト,牡4,56,岡村卓弥,1:34.2,4,8.2,4,493(-1),[地] 雑賀正光
2,3,7,7,ブルーモンターニュ,牝4,54,赤岡修次,1:34.3,1/2,2.3,1,497(+2),[地] 田中守
3,4,6,6,アロハブリーズ,牝6,54,多田羅誠,1:35.1,4,2.8,2,499(-5),[地] 工藤真司
4,5,4,4,ジェッター,牝5,54,木村直輝,1:36.2,5,75.1,9,440(+7),[地] 胡本友晴
5,6,2,2,ナタラディーヴァ,牝6,54,上田将司,1:36.6,2,42.1,6,470(+5),[地] 国澤輝幸
6,7,8,9,パーセプトロン,牡5,56,佐原秀泰,1:37.2,3,67.1,8,487(-5),[地] 細川忠義
7,8,5,5,ウッドランズ,牡8,56,林謙佑,1:37.3,1/2,62.8,7,479(+1),[地] 平和人
8,9,7,8,セイリスペクト,牡7,56,妹尾浩一,1:38.0,3,10.6,5,492(-2),[地] 宮川浩一
9,10,1,1,ルナフラッシュ,牝6,54,石本純也,1:41.9,大,378.6,10,446(-3),[地] 宗石大
