,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,8,11,フォースキック,牡5,56.0,丸山侯彦,1:37.0,,---,1,486(-2),[地] 岡田英治
1,2,6,7,サンクスメモリー,牡8,54.0,茂呂菊次,1:37.0,クビ,---,4,459(+2),[地] 法理勝弘
2,3,6,8,デルマキングオー,牡9,56.5,水野貴史,1:37.0,アタマ,---,2,508(+5),[地] 川嶋弘吉
3,4,8,12,ベストサウンド,牡4,54.0,金井正幸,1:37.5,2.1/2,---,3,451(-1),[地] 金田一昌
4,5,4,4,デュールマン,牡9,55.0,早川順一,1:38.3,4,---,11,509(+4),[地] 早川行男
5,6,5,6,ジーナ,牝6,52.0,矢野貴之,1:38.4,クビ,---,5,470(-2),[地] 野村正直
6,7,2,2,グローリアスオー,牡6,53.0,福元弘二,1:38.9,2.1/2,---,9,477(0),[地] 川嶋弘吉
7,8,3,3,ゴールドフィンガー,牡8,53.0,大木義一,1:39.4,2.1/2,---,10,457(-4),[地] 野村正直
8,9,5,5,フジミバッキンガム,牡9,53.0,佐々木泉,1:39.6,1,---,7,455(-5),[地] 室井兼雄
9,10,7,9,ミッドウェル,牡5,53.0,根岸良昌,1:41.9,大,---,6,471(+10),[地] 渋谷武久
10,11,1,1,イエロードリーム,セ7,55.0,小野三夫,1:42.5,3,---,12,458(+4),[地] 赤間亨
11,12,7,10,スワットフォンテン,牡6,55.0,久保田政,1:43.1,3,---,7,517(-5),[地] 加藤和宏
