,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,7,10,ドキドキボーイ,牡3,56,伊藤裕人,1:38.9,,2.0,1,470(+6),[地] 加藤誠一
1,2,8,12,サンクフルレッド,牝3,54,今野忠成,1:39.7,4,40.1,7,424(-2),[地] 安池成実
2,3,5,6,ナリノバロン,牡3,56,町田直希,1:40.2,2.1/2,5.1,3,479(+1),[地] 内田勝義
3,4,2,2,ラヴィダヴィ,牝3,54,酒井忍,1:40.6,2,4.3,2,457(-4),[地] 矢野義幸
4,5,3,3,ジェタンドレイ,牝3,53,中越琉世,1:41.0,2,90.0,8,419(-12),[地] 鈴木義久
5,6,4,4,スターシャイニーズ,牡3,56,石崎駿,1:41.2,1,120.6,9,513(+3),[地] 岩本洋
6,7,5,5,ゼニガタ,牡3,56,山崎誠士,1:41.3,1/2,7.4,4,493(+1),[地] 山崎尋美
7,8,8,11,キャッスルトップ,牡3,56,仲野光馬,1:41.7,2,7.8,5,458(-3),[地] 渋谷信博
8,9,7,9,イナズマエミール,牝3,54,田中涼,1:41.9,1.1/2,237.1,12,460(-6),[地] 加藤誠一
9,10,6,7,シントーオマツ,牝3,54,櫻井光輔,1:42.4,2.1/2,37.4,6,404(0),[地] 平田正一
10,11,6,8,マリレーヌ,牝3,54,山林堂信,1:43.6,6,136.4,10,413(-5),[地] 林隆之
11,12,1,1,トイボブ,牝3,54,和田譲治,1:44.6,5,182.6,11,464(-3),[地] 斉藤敏
