,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,2,2,バンブトンハート,牝2,54,田中勝春,1:41.1,,4.8,2,502(0),[東] 粕谷昌央
1,2,6,8,スカテナート,牡2,55,大野拓弥,1:41.2,1/2,12.4,6,456(0),[東] 古賀慎明
2,3,6,7,コスモハヤテ,牡2,55,柴田大知,1:41.5,1.3/4,7.2,4,450(+4),[東] 小野次郎
3,4,8,12,マテリアルワールド,牡2,52,木幡育也,1:41.8,2,148.2,10,506(+10),[東] 中川公成
4,5,1,1,ドンヒューズ,牡2,55,福永祐一,1:41.8,クビ,7.9,5,518(+18),[東] 鹿戸雄一
5,6,7,10,ネオブレイブ,牡2,55,田辺裕信,1:42.0,1.1/4,29.7,7,484(-6),[東] 小西一男
6,7,7,9,ブラックアンバー,牡2,55,戸崎圭太,1:42.0,ハナ,5.3,3,476(-20),[東] 武藤善則
7,8,5,5,マイネルデセーオ,牡2,55,黛弘人,1:43.7,大,108.0,9,490(+6),[東] 武市康男
8,9,5,6,ワンネス,牡2,55,和田竜二,1:43.8,1/2,68.2,8,516(+2),[東] 大竹正博
9,10,3,3,センノマラカス,牡2,52,野中悠太,1:44.3,3,278.9,12,448(+2),[東] 南田美知
10,11,8,11,ケイアイブロンズ,牡2,55,北村宏司,1:44.6,2,2.6,1,452(-4),[東] 池上昌和
11,12,4,4,クワヒカリ,牡2,55,江田照男,1:45.6,6,173.0,11,450(+2),[東] 竹内正洋
