,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,6,9,ユーロビート,セ8,57,吉原寛人,2:51.6,,4.0,2,545(0),[地] 渡辺和雄
1,2,5,7,ウマノジョー,牡4,52,山本聡哉,2:52.0,2,79.6,9,505(0),[地] 渡辺和雄
2,3,1,1,クラージュドール,牡7,56,森泰斗,2:52.2,1.1/4,6.1,4,519(+2),[地] 川島正一
3,4,4,5,キープインタッチ,牡7,56,矢野貴之,2:52.4,3/4,26.9,7,517(+1),[地] 鈴木啓之
4,5,2,2,トーセンハルカゼ,牡7,54,町田直希,2:52.6,1.1/4,37.9,8,500(-7),[地] 小久保智
5,6,5,8,タイムビヨンド,牝5,52,赤岡修次,2:52.8,1,23.5,6,476(+1),[地] 朝倉実
6,7,7,12,オリオンザジャパン,セ7,56,笹川翼,2:52.8,クビ,2.3,1,476(+10),[地] 的場直之
7,8,7,11,サブノクロヒョウ,牡4,52,和田譲治,2:52.9,クビ,118.5,11,492(+7),[地] 阪本一栄
8,9,4,6,レイディルアレナ,牡5,54,坂井英光,2:53.3,2,5.6,3,515(-5),[地] 荒山勝徳
9,10,6,10,キスミープリンス,牡9,56,今野忠成,2:53.6,1.1/2,200.4,12,471(+3),[地] 小久保智
10,11,3,4,ジャルディーノ,牡8,57,真島大輔,2:54.5,4,10.1,5,490(+8),[地] 荒山勝徳
11,12,8,14,ヴァーゲンザイル,セ9,56,秋元耕成,2:58.3,大,503.4,14,446(+1),[地] 冨田敏男
12,13,3,3,デュアルスウォード,牡9,56,小林拓未,2:59.3,5,394.5,13,478(-1),[地] 香取和孝
13,14,8,13,ストゥディウム,牡5,56,石崎駿,3:00.2,4,104.7,10,496(+5),[地] 矢野義幸
