,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,5,5,クインオブクイン,牝3,53,浜口楠彦,1:44.6,,---,2,398(-2),[地] 松原義夫
1,2,1,1,ミラージェネス,牝3,53,土田龍也,1:44.9,1.1/2,---,1,437(+4),[地] 柳江仁
2,3,7,8,サツマオゴジョ,牝3,53,向山牧,1:45.6,3,---,3,437(-3),[地] 山下清春
3,4,2,2,ベンテンリュウコー,牝3,53,佐藤友則,1:45.6,ハナ,---,7,453(+30),[地] 小井土金
4,5,6,6,キヌガサブラン,牝3,53,川原正一,1:46.0,2,---,4,421(-7),[地] 原定弘
5,6,4,4,エイトコスモ,牝3,53,岡部誠,1:46.1,1/2,---,5,466(-9),[地] 今津博之
6,7,8,9,オグリサンライズ,牝3,53,安藤光彰,1:46.5,2,---,6,467(-3),[地] 山中輝久
7,8,3,3,マイネロージー,牝3,53,小牧毅,1:46.9,2,---,8,438(-3),[地] 柏原誠路
8,9,8,10,ビバキングローズ,牝3,53,江下英昭,1:47.6,3,---,9,398(-1),[地] 服部克雄
9,10,7,7,ミツアキチーター,牝3,53,東川公則,1:48.4,4,---,10,481(-10),[地] 後藤保
