,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,5,5,ガクチカキッズ,牡5,56,宮川実,1:31.1,,3.8,2,470(-5),[地] 宮川浩一
1,2,7,8,ファイヤープリンス,牡8,56,永森大智,1:31.2,1/2,1.6,1,506(-6),[地] 別府真司
2,3,7,9,トウショウディスク,牡8,56,嬉勝則,1:31.6,2,61.9,10,457(+8),[地] 田中譲二
3,4,6,7,ミッキーヘネシー,牡10,56,西川敏弘,1:31.7,クビ,9.5,3,474(0),[地] 別府真司
4,5,6,6,ダイワバース,牡7,53,多田羅誠,1:32.0,1.1/2,34.7,8,474(+7),[地] 国澤輝幸
5,6,4,4,スターアイリス,牝4,53,木村直輝,1:32.2,1,20.0,5,443(+9),[地] 胡本友晴
6,7,1,1,ペイシャオブライフ,牝4,51,妹尾将充,1:32.4,1,14.1,4,487(0),[地] 西山裕貴
7,8,8,11,マイネルサグラ,牡6,56,山崎雅由,1:32.4,クビ,111.9,11,494(-1),[地] 宮路洋一
8,9,2,2,ボンナヴァン,牡6,56,倉兼育康,1:32.7,1.1/2,22.8,6,525(0),[地] 細川忠義
9,10,3,3,トップフィリア,牡4,56,林謙佑,1:32.8,1/2,29.3,7,454(+8),[地] 田中守
10,11,8,10,ダノンスターズ,牡5,56,上田将司,1:35.4,大,49.7,9,458(+7),[地] 宮路洋一
