,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,6,9,サルサディオーネ,牝6,55,矢野貴之,1:51.4,,3.5,3,526(+4),[地] 堀千亜樹
1,2,5,8,アッシェンプッテル,牝4,54,藤岡佑介,1:51.9,2.1/2,3.3,1,504(-12),[西] 奥村豊
2,3,5,7,サルサレイア,牝4,51,西啓太,1:53.5,8,70.1,7,492(-3),[地] 内田勝義
3,4,8,14,マルカンセンサー,牝5,51,和田譲治,1:53.5,アタマ,89.9,8,514(+2),[地] 高野毅
4,5,3,4,メモリーコウ,牝5,54,古川吉洋,1:53.7,3/4,3.4,2,467(+3),[西] 松永幹夫
5,6,1,1,ラインカリーナ,牝4,54,森泰斗,1:53.7,クビ,11.9,6,501(+7),[地] 小澤宏次
6,7,7,12,シネマソングス,牝5,53,池添謙一,1:54.7,5,9.7,5,436(+7),[東] 小笠倫弘
7,8,4,5,ステラモナーク,牝3,51,藤本現暉,1:55.0,1.1/2,168.2,11,487(0),[地] 新子雅司
8,9,2,2,ナムラメルシー,牝6,52,川島正太,1:55.8,4,109.5,9,507(+3),[地] 福田真広
9,10,4,6,アブソルートクイン,牝4,51,今野忠成,1:56.1,1.1/2,122.2,10,464(-2),[地] 米谷康秀
10,11,6,10,ナラ,牝4,51,阪上忠匡,1:56.3,1,605.0,12,416(-13),[地] 湯前良人
11,12,8,13,アンシンカブル,牝5,51,福原杏,1:56.6,1.1/2,884.4,14,423(-11),[地] 今津博之
12,13,7,11,ペイシャゲラン,牝6,51,中島良美,1:57.4,4,795.1,13,473(+14),[地] 今津博之
13,中,3,3,パールデュー,牝4,51,丸山元気,,,7.2,4,518(+12),[東] 黒岩陽一
