,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,8,9,ウインスピリタス,牡7,56,田知弘久,1:50.5,,3.6,2,493(-8),[地] 中川雅之
1,2,3,3,クールシャイン,牡6,56,池田敦,1:51.1,3,10.0,5,500(+5),[地] 鈴木正也
2,3,5,5,スタイルユアセルフ,牝4,54,魚住謙心,1:51.3,1,106.9,10,462(-11),[地] 鋤田誠二
3,4,8,10,シゲノブ,牡8,56,甲賀弘隆,1:51.6,1.1/2,42.9,7,514(0),[地] 中川雅之
4,5,7,8,ファクタークニアキ,牡6,56,米倉知,1:51.7,1/2,9.9,4,467(0),[地] 加藤和宏
5,6,4,4,ジュエルケイヴ,牝5,54,平瀬城久,1:52.0,1.1/2,75.9,8,462(-12),[地] 黒木豊
6,7,7,7,クイックファイア,牡8,56,吉田晃浩,1:52.2,1,4.3,3,474(+4),[地] 佐藤茂
7,8,1,1,テリオスリノ,牝4,54,中島龍也,1:52.2,クビ,2.2,1,444(-11),[地] 高橋優子
8,9,6,6,ハクサンハーバー,牡5,56,堀場裕充,1:53.6,7,19.4,6,488(+3),[地] 加藤和義
9,10,2,2,スペシャリティ,牝5,53,兼子千央,1:55.1,7,97.7,9,425(+1),[地] 鋤田誠二
