,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,5,6,フローラルグリーン,牝3,53,河内洋,1:36.0,,7.2,4,436(-4),[西] 音無秀孝
1,2,7,10,ポイントフラッグ,牝3,53,武幸四郎,1:36.1,3/4,3.8,2,520(0),[西] 須貝彦三
2,3,6,9,リキセレナード,牝3,54,吉田稔,1:36.1,ハナ,138.3,10,440(0),[西] 瀬戸口勉
3,4,1,1,ハクバノテンシ,牝3,53,幸英明,1:36.5,2.1/2,20.7,6,466(0),[西] 坂口正大
4,5,4,4,ネームヴァリュー,牝3,54,松永幹夫,1:36.5,クビ,6.2,3,456(+4),[西] 山内研二
5,6,8,13,テイクワンズアイ,牝3,53,熊沢重文,1:37.1,3.1/2,29.3,7,420(-6),[西] 山内研二
6,7,5,7,マックスマリ,牝3,53,田島信行,1:37.3,1.1/4,181.8,11,394(-6),[西] 田所清広
7,8,2,2,ノボサンシャイン,牝3,53,武豊,1:37.3,アタマ,10.4,5,468(-4),[西] 森秀行
8,9,8,12,ビッグエリザベス,牝3,53,飯田祐史,1:37.6,2,132.6,9,446(-2),[西] 中尾正
9,10,6,8,グランドレイナ,牝3,54,福永祐一,1:37.7,1/2,2.1,1,510(-6),[西] 瀬戸口勉
10,11,3,3,ロングクリムゾン,牝3,53,角田晃一,1:38.0,2,101.4,8,436(0),[西] 佐山優
11,12,4,5,マイフェアレディ,牝3,53,小林徹弥,1:39.1,7,253.9,12,460(+6),[西] 川村禎彦
12,13,7,11,ファンドリヒカリ,牝3,53,佐藤哲三,1:39.2,クビ,284.3,13,412(+2),[西] 福島信晴
