,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,8,14,テーオーリカード,牡3,56,岩田望来,1:53.7,,7.0,3,486(+8),[西] 高柳大輔
1,2,3,4,マリアナトレンチ,牡3,56,松若風馬,1:54.3,4,4.7,2,470(+4),[西] 音無秀孝
2,3,7,12,ハギノサステナブル,牡3,56,鮫島克駿,1:55.2,5,9.6,4,458(+2),[西] 高野友和
3,4,3,3,ササヤキ,牡3,56,北村友一,1:55.2,アタマ,19.7,7,526(-12),[西] 畑端省吾
4,5,7,11,ネイロン,牡3,55,小沢大仁,1:55.2,アタマ,13.5,6,482(+6),[西] 中竹和也
5,6,5,7,プラーヴィ,牡3,56,西村淳也,1:55.6,2.1/2,2.3,1,462(0),[西] 杉山晴紀
6,7,2,2,クレメダンジュ,牝3,54,和田竜二,1:55.6,ハナ,24.0,8,454(-8),[西] 鈴木孝志
7,8,6,9,リチャ,牡3,56,藤岡佑介,1:56.0,2,31.9,10,474(-6),[東] 田中博康
8,9,8,13,メイトースイ,牡3,56,酒井学,1:56.1,1/2,78.1,12,412(+6),[西] 羽月友彦
9,10,4,5,ツウカイノキズナ,牡3,56,幸英明,1:56.4,1.3/4,33.9,11,494(+2),[西] 千田輝彦
10,11,5,8,タガノアレハンドラ,牝3,54,国分恭介,1:56.4,アタマ,78.8,13,488(+12),[西] 西園翔太
11,12,1,1,オメガタキシード,牡3,56,武豊,1:56.5,クビ,12.7,5,446(-2),[西] 松永幹夫
12,13,4,6,イエスウィズキャン,牡3,56,藤岡康太,1:56.8,1.3/4,31.7,9,548(+6),[西] 松永昌博
13,14,6,10,ドライグ,牡3,56,国分優作,1:57.9,7,174.8,14,468(+10),[西] 大根田裕
