,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,2,2,バンケーティング,牡9,55,吉原寛人,1:52.8,,3.0,2,537(+18),[地] 金田一昌
1,2,6,6,カイジンクン,牡9,55,前野幸一,1:54.5,8,6.8,4,475(+12),[地] 平床良博
2,3,5,5,ジョウテンハンター,セ5,55,畑中信司,1:54.6,1/2,82.3,9,486(-15),[地] 高橋道雄
3,4,3,3,イチバンタイソウシ,セ6,55,吉田晃浩,1:54.7,1/2,51.4,8,489(-5),[地] 佐藤茂
4,5,8,9,マスカテール,牝5,53,中川雅之,1:54.8,1/2,3.1,3,434(-11),[地] 高橋道雄
5,6,7,8,マネーランキング,牡5,55,鬼束亮,1:55.1,1.1/2,3.0,1,543(-3),[地] 加藤和宏
6,7,8,10,レオブッシュ,セ6,55,古性秀之,1:55.3,3/4,91.4,10,484(-12),[地] 奥十一
7,8,4,4,プラナグリーン,牝4,53,竹田吉孝,1:55.5,1,22.3,6,440(+16),[地] 高橋道雄
8,9,7,7,サムライクノイチ,牝5,53,青柳正義,1:55.8,1.1/2,12.1,5,474(+11),[地] 中川一男
9,10,1,1,ジャストアプローチ,牝5,53,藤田弘治,1:56.1,1.1/2,29.4,7,410(0),[地] 黒木豊
