,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,5,5,ウイニングウインド,牡5,52,山本茜,1:41.8,,---,2,492(+3),[地] 原口次夫
1,2,7,8,ヤングジャパン,牡4,55,安部幸夫,1:42.3,2.1/2,---,3,488(0),[地] 藤ヶ崎一
2,3,8,10,ヒシバトル,牡4,55,清家義徳,1:42.7,2,---,1,469(+2),[地] 角田輝也
3,4,6,6,ユキノキャスター,牝5,53,柿原翔,1:43.6,4,---,10,417(-13),[地] 坂口義幸
4,5,2,2,ワタリアンバー,牡7,55,丹羽克輝,1:43.8,1.1/2,---,6,466(-2),[地] 井上正
5,6,8,9,サンキンエンプレス,牝6,53,大畑雅章,1:43.8,クビ,---,4,400(-3),[地] 錦見勇夫
6,7,3,3,アイライクスズカ,牝5,53,柴田直樹,1:44.3,2.1/2,---,8,472(-1),[地] 野島豊
7,8,1,1,フォレストガンプ,牡6,55,藤原良一,1:44.6,1.1/2,---,7,507(0),[地] 井手上慎
8,9,4,4,ノボリダイナミック,牡5,55,宇都英樹,1:44.6,アタマ,---,5,480(-4),[地] 瀬戸口悟
9,10,7,7,ラピスレヴェリオン,牡6,55,兒島真二,1:44.7,3/4,---,8,460(0),[地] 円田修
