,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,6,11,エスポワールシチー,牡3,55,佐藤哲三,1:50.8,,1.7,1,486(+6),[西] 安達昭夫
1,2,4,7,ダークメッセージ,牡5,56,ペリエ,1:51.1,1.3/4,6.5,2,482(+10),[西] 佐々木晶
2,3,1,1,メイショウサライ,牡7,56,横山典弘,1:51.1,クビ,29.7,8,462(+2),[西] 増本豊
3,4,7,14,マルブツリード,牡5,56,長谷川浩,1:51.3,1.1/4,52.7,10,500(+2),[西] 大根田裕
4,5,4,8,ロールオブザダイス,牡3,54,岩田康誠,1:51.4,クビ,9.0,4,456(+8),[西] 角居勝彦
5,6,7,13,フィフティーワナー,セ6,58,四位洋文,1:51.5,3/4,7.8,3,502(+11),[西] 安田隆行
6,7,5,10,タイキヴァンベール,牡8,53,幸英明,1:51.5,クビ,210.3,15,464(-2),[東] 田中清隆
7,8,3,5,ラッキーブレイク,牡7,55,上村洋行,1:51.5,ハナ,108.7,12,482(0),[西] 音無秀孝
8,9,8,15,マコトスパルビエロ,牡4,56,安藤勝己,1:51.6,クビ,13.4,5,522(+2),[西] 鮫島一歩
9,10,2,4,ドンクール,牡6,57,藤岡佑介,1:51.8,1.1/4,59.0,11,512(0),[東] 鈴木伸尋
10,11,3,6,ナナヨーヒマワリ,牡7,56,福永祐一,1:51.9,3/4,34.9,9,500(-18),[西] 小原伊佐
11,12,1,2,ウインカーディナル,牡6,53,川原正一,1:52.1,3/4,184.3,14,488(+4),[西] 中竹和也
12,13,6,12,ダイナミックグロウ,牡4,56,太宰啓介,1:52.4,1.3/4,23.8,6,474(+6),[西] 目野哲也
13,14,8,16,イイデケンシン,牡3,53,池添謙一,1:54.2,大,147.8,13,486(+10),[西] 池添兼雄
14,15,5,9,ドリームガードナー,牡3,53,浜中俊,1:54.4,1,29.2,7,468(+4),[西] 中村均
15,16,2,3,ハギノベルテンポ,牡8,52,川田将雅,1:55.9,9,235.7,16,474(0),[東] 和田正道
