,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,8,11,ゴールドプルーフ,牡4,54,丸野勝虎,1:31.3,,---,2,480(+2),[地] 今津勝之
1,2,7,10,エルボタッチ,牡4,54,原口次夫,1:31.4,1/2,---,5,450(-2),[地] 成田明
2,3,6,7,ブルーベル,牝4,53,藤井正輝,1:31.4,クビ,---,4,490(+2),[西] 伊藤修司
3,4,8,12,シルクガーランド,牝4,53,原田聖二,1:31.4,アタマ,---,1,446(+2),[西] 福島信晴
4,5,3,3,ミラクルホーラー,牡4,54,内沢信昭,1:32.0,3,---,6,508(-10),[地] 本名信行
5,6,2,2,ミエノボーイ,牡4,54,宮下康一,1:32.0,クビ,---,7,466(-4),[地] 伊藤定幸
6,7,1,1,リアルプレイヤー,牡4,54,松田大作,1:32.1,3/4,---,3,492(-2),[西] 柴田光陽
7,8,5,5,ラッキーブレイン,牡4,54,土肥幸広,1:32.3,3/4,---,11,432(0),[西] 土門一美
8,9,7,9,ヘイセイリムジン,牝4,53,和田竜二,1:32.6,1.1/2,---,10,470(+12),[西] 柴田光陽
9,10,5,6,スピリチュアリズム,牝4,53,井手上慎,1:33.2,3,---,8,438(+2),[地] 田中敏和
10,11,6,8,リネンプラミネント,牡4,54,安藤貴英,1:33.2,アタマ,---,12,430(+8),[地] 松橋寛
11,12,4,4,トワノグローリ,牝4,53,日吉正和,1:33.3,1/2,---,9,416(-4),[西] 土門一美
