,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,5,5,キングスゾーン,牡7,57,安部幸夫,1:43.2,,1.5,1,524(+7),[地] 原口次夫
1,2,7,9,マサアンビション,牡10,57,戸部尚実,1:43.6,2,8.4,4,513(+13),[地] 瀬戸口悟
2,3,2,2,マヤノグレイシー,牡10,57,宇都英樹,1:44.0,2,68.2,8,486(0),[地] 斉藤弘光
3,4,5,6,ムーンバレイ,牡8,57,吉田稔,1:44.2,1,3.2,2,505(-5),[地] 角田輝也
4,5,4,4,ストライクリッチ,牡5,57,向山牧,1:44.4,1,8.0,3,517(-6),[地] 川嶋弘吉
5,6,6,8,テーマミュージック,牝8,55,岡部誠,1:45.0,3,57.5,7,448(0),[地] 角田輝也
6,7,6,7,スマイリングフィル,牡6,57,松平幸秀,1:45.5,2.1/2,37.8,5,496(0),[地] 橋本和男
7,8,8,12,エイシンイーデン,牡7,57,花本正三,1:45.7,1,52.9,6,483(-4),[地] 伊藤強一
8,9,8,11,カセギガシラ,牡9,57,佐藤友則,1:45.8,1/2,97.2,9,495(+3),[地] 井上孝彦
9,10,1,1,ヒカルアルタイル,セ8,57,阪野学,1:45.8,クビ,132.2,11,471(+2),[地] 今津勝之
10,11,7,10,レオマジック,牡7,57,大畑雅章,1:46.0,1.1/2,134.9,12,495(+1),[地] 塚田隆男
11,12,3,3,チョウカイロイヤル,牡8,57,丸野勝虎,1:46.3,1.1/2,120.2,10,469(-2),[地] 角田輝也
