,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,1,1,ネオヴォイス,牝5,54,赤岡修次,1:22.8,,2.2,1,462(+5),[地] 打越勇児
1,2,6,6,ソウルキング,牡10,56,倉兼育康,1:23.2,2,9.3,5,463(-4),[地] 別府真司
2,3,5,5,ノーザンバローズ,セ8,56,石本純也,1:23.6,2,291.2,11,485(-7),[地] 田中伸一
3,4,8,11,メイショウジガネ,牡4,52,濱尚美,1:24.2,3,7.3,4,526(-1),[地] 那俄性哲
4,5,8,10,リュウシンローズ,牝6,51,妹尾将充,1:24.3,1/2,35.3,6,476(+10),[地] 別府真司
5,6,6,7,ヒダザクラ,牝5,54,山崎雅由,1:24.4,1/2,38.4,7,479(+1),[地] 那俄性哲
6,7,7,8,マロンスライム,牡5,56,西川敏弘,1:24.5,1/2,136.5,9,442(+1),[地] 大関吉明
7,8,3,3,インフォーマー,牡9,56,佐原秀泰,1:24.6,1/2,3.3,2,503(-27),[地] 那俄性哲
8,9,7,9,ブラックビースト,牡4,56,木村直輝,1:24.7,1/2,5.5,3,518(-7),[地] 胡本友晴
9,10,4,4,ティアマリア,牝5,53,多田羅誠,1:25.0,1.1/2,148.0,10,486(+4),[地] 松木啓助
10,11,2,2,サウスシュネル,牡6,56,上田将司,1:25.2,3/4,126.6,8,445(-1),[地] 国澤輝幸
