,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,7,7,ルンタ,牡4,55,丸野勝虎,1:57.9,,---,1,466(+1),[地] 田中敏和
1,2,4,4,グレースフルタイム,牡7,55,岡部誠,1:58.4,2.1/2,---,7,497(-3),[地] 今津博之
2,3,1,1,バラシング,牝6,53,兒島真二,1:58.5,1/2,---,6,510(-3),[地] 瀬戸口悟
3,4,8,9,ウイニングウインド,牡5,52,山本茜,1:58.5,クビ,---,2,491(0),[地] 原口次夫
4,5,7,8,マヨヒメ,牝5,52,宮下瞳,1:59.9,7,---,8,490(+4),[地] 新山広道
5,6,8,10,ニシノフィクサー,牡5,55,戸部尚実,2:00.0,1/2,---,3,462(-3),[地] 青山幸健
6,7,6,6,ソングフォーユウ,牝5,53,安部幸夫,2:00.2,1,---,4,493(+13),[地] 原口次夫
7,8,5,5,サンキンツヨシ,牡5,55,大畑雅章,2:00.4,1,---,5,468(+6),[地] 錦見勇夫
8,9,2,2,メルシーウイスキー,牡6,55,丹羽克輝,2:00.8,2,---,10,478(-2),[地] 竹下直人
9,10,3,3,ラスベガスツアー,牡9,55,清家義徳,2:01.0,1.1/2,---,9,485(-1),[地] 錦見勇夫
