,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,8,14,キングニミッツ,牡4,57,石崎駿,2:09.6,,6.9,2.0,486(-4),[地] 矢野義幸
1,2,6,10,サンドプラチナ,牡4,55,的場文男,2:11.0,7,26.4,6.0,493(+1),[地] 市村誠
2,3,8,15,キタノイットウセイ,牡7,57,今野忠成,2:11.1,3/4,7.4,3.0,520(-1),[地] 張田京
3,4,6,11,モリデンリオ,牡4,55,加藤和博,2:11.3,1.1/4,59.1,8.0,442(-6),[地] 山越光
4,5,1,1,マイネルジャスト,牡5,55,和田譲治,2:11.3,ハナ,9.0,4.0,472(-4),[地] 阪本一栄
5,6,4,7,アーミーバローズ,牡5,57,田中力,2:11.6,1.1/2,1.4,1.0,489(+4),[地] 林正人
6,7,5,8,スパイスフレイバー,牡7,53,山崎誠士,2:11.9,1.1/2,87.2,9.0,502(+1),[地] 月岡健二
7,8,2,3,ヒシサイレンス,セ7,53,仲野光馬,2:12.7,4,262.3,13.0,461(0),[地] 阿井正雄
8,9,3,5,ザンブローネ,牡6,55,真島大輔,2:13.4,3.1/2,24.4,5.0,514(-6),[地] 辻野豊
9,10,3,4,グッドグラッド,牡8,55,楢崎功祐,2:13.9,2.1/2,108.9,11.0,508(-1),[地] 納谷和玖
10,11,5,9,ルコンポゼ,セ5,55,岡部誠,2:14.6,3.1/2,96.5,10.0,538(+7),[地] 鈴木義久
11,12,4,6,ニシノゲンキマル,牡6,57,坂井英光,2:15.8,6,154.3,12.0,498(-1),[地] 辻野豊
12,13,7,12,キネオイーグル,牡6,57,本田正重,2:16.3,2.1/2,57.2,7.0,514(-4),[地] 内田勝義
13,14,2,2,スマートファミリア,牡8,57,中村尚平,2:17.2,4,292.6,14.0,492(+8),[地] 上杉昌宏
14,取,7,13,シゲルオオカミザ,牡7,55,東原悠善,,,---,,計不,[地] 久保田信
