,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,7,9,グレイトパール,牡6,57,倉富隆一,2:03.1,,2.1,1,537(-32),[地] 川田孝好
1,2,3,3,ポルタディソーニ,牝5,55,宮下瞳,2:03.7,3,5.8,4,436(-1),[地] 瀬戸口悟
2,3,8,11,エイシンセラード,牝4,55,大畑雅章,2:05.1,7,4.4,2,528(-1),[地] 川西毅
3,4,5,5,サンデンバロン,牡7,57,丹羽克輝,2:05.2,1/2,183.7,10,472(+8),[地] 塚田隆男
4,5,5,6,キクノソル,牡9,57,田野豊三,2:05.8,3,90.9,9,530(0),[地] 田中範雄
5,6,4,4,メモリージルバ,牡10,57,友森翔太,2:06.2,2,210.2,12,469(+8),[地] 塚田隆男
6,7,6,7,キングニミッツ,牡6,57,吉原寛人,2:06.2,アタマ,4.9,3,486(-6),[地] 矢野義幸
7,8,2,2,ジューンシェイカー,牡4,57,丸野勝虎,2:06.3,1/2,58.8,7,472(+2),[地] 田中敏和
8,9,6,8,メモリートニック,牡5,57,村上弘樹,2:06.6,1.1/2,190.2,11,449(-6),[地] 塚田隆男
9,10,8,12,ヨミ,牝4,55,丸山真一,2:07.3,3,62.6,8,436(+2),[地] 坂口義幸
10,11,1,1,タンクティーエー,牡3,55,藤田弘治,2:07.4,1/2,14.4,5,546(+11),[地] 高橋俊之
11,12,7,10,ディアドムス,牡7,57,真島大輔,2:08.5,5,16.6,6,488(-3),[地] 森下淳平
