,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,5,10,カネヒキリ,牡6,57,ルメール,1:49.2,,9.8,4.0,530(-4),[西] 角居勝彦
1,2,3,5,メイショウトウコン,牡6,57,藤田伸二,1:49.2,アタマ,25.7,7.0,460(-2),[西] 安田伊佐
2,3,3,6,ヴァーミリアン,牡6,57,岩田康誠,1:49.3,クビ,2.2,1.0,524(+12),[西] 石坂正
3,4,2,3,サンライズバッカス,牡6,57,佐藤哲三,1:49.6,1.3/4,22.4,6.0,494(+6),[西] 音無秀孝
4,5,6,12,ブルーコンコルド,牡8,57,幸英明,1:49.6,アタマ,36.3,11.0,510(-4),[西] 服部利之
5,6,6,11,カジノドライヴ,牡3,56,安藤勝己,1:49.7,3/4,7.1,3.0,530(0),[東] 藤沢和雄
6,7,7,14,フリオーソ,牡4,57,戸崎圭太,1:49.9,1,47.6,12.0,508(+17),[地] 川島正行
7,8,4,7,サクセスブロッケン,牡3,56,横山典弘,1:49.9,ハナ,4.4,2.0,522(+1),[西] 藤原英昭
8,9,1,1,ワンダースピード,牡6,57,小牧太,1:50.2,1.3/4,28.2,9.0,484(+8),[西] 羽月友彦
9,10,8,15,ワイルドワンダー,牡6,57,蛯名正義,1:50.2,ハナ,28.4,10.0,450(-14),[東] 久保田貴
10,11,8,16,ボンネビルレコード,牡6,57,内田博幸,1:50.8,3.1/2,50.1,13.0,494(-2),[東] 堀井雅広
11,12,1,2,フロストジャイアント,牡5,57,ヴェラス,1:51.5,4,56.6,14.0,506(0),[外] ダトロー
12,13,4,8,ティンカップチャリス,セ3,56,プラード,1:51.6,クビ,21.2,5.0,472(0),[外] レセッシ
13,14,5,9,アドマイヤフジ,牡6,57,川田将雅,1:52.3,4,26.1,8.0,528(0),[西] 橋田満
14,15,2,4,メイショウバトラー,牝8,55,福永祐一,1:54.5,大,103.3,15.0,520(+3),[西] 高橋成忠
15,取,7,13,マストトラック,牡4,57,ゴメス,,,---,,計不,[外] フランケ
