,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,5,9,ゴールドラグーン,牡3,54,武豊,1:43.8,,3.0,1,488(+2),[西] 斉藤崇史
1,2,1,1,サンキュー,牡6,57,浜中俊,1:44.0,1,16.7,5,514(+4),[西] 安達昭夫
2,3,2,4,オンザロックス,牡6,57,松山弘平,1:44.3,1.3/4,7.7,4,482(-2),[西] 森秀行
3,4,6,12,コマビショウ,牡4,57,川田将雅,1:44.3,ハナ,3.3,2,488(+2),[西] 南井克巳
4,5,1,2,メイショウササユリ,牝5,55,秋山真一,1:44.3,ハナ,35.6,9,508(+2),[西] 松永幹夫
5,6,3,6,シンハラージャ,牡4,57,西村淳也,1:44.3,アタマ,19.6,6,454(+4),[西] 石坂正
6,7,7,14,タガノエルフ,牝4,55,斎藤新,1:44.4,3/4,20.6,8,474(-2),[西] 安田隆行
7,8,2,3,ペガサス,牡3,54,和田竜二,1:44.5,クビ,19.9,7,458(+6),[西] 大久保龍
8,9,5,10,コンクエストシチー,セ7,57,藤井勘一,1:44.5,クビ,128.9,13,474(+8),[西] 村山明
9,10,8,16,ハクサンペリー,牡4,57,小崎綾也,1:44.7,1.1/4,134.2,14,498(+10),[西] 寺島良
10,11,4,7,ヴァルディノート,牡4,57,岩田望来,1:45.1,2.1/2,47.4,11,488(+2),[西] 音無秀孝
11,12,3,5,シュプリームゾーン,牡5,57,太宰啓介,1:45.1,ハナ,47.4,10,510(-4),[西] 高柳大輔
12,13,8,15,キクノゼファー,牡4,57,酒井学,1:45.1,クビ,194.0,15,474(+6),[西] 北出成人
13,14,7,13,タガノプレトリア,牡4,57,幸英明,1:45.3,1.1/4,5.8,3,450(0),[西] 宮徹
14,15,4,8,ファビラスヒーロー,セ6,57,国分優作,1:45.7,2.1/2,288.3,16,476(-10),[西] 野中賢二
15,16,6,11,コカボムクイーン,牝4,55,中井裕二,1:46.1,2.1/2,55.0,12,488(+4),[西] 庄野靖志
