,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,3,4,コウエイクレスト,牡4,57,山崎誠士,2:18.8,,10.7,6,457(-6),[地] 村田六郎
1,2,5,7,マイネジェシカ,牝6,53,岡部誠,2:18.8,アタマ,8.9,5,469(-1),[地] 河津裕昭
2,3,4,5,ゾッコンガール,牝4,53,森泰斗,2:18.9,1/2,25.6,11,413(+1),[地] 岩本洋
3,4,4,6,ビーユアエンジェル,牝4,53,今野忠成,2:18.9,アタマ,5.5,3,497(+6),[地] 内田勝義
4,5,1,1,ファルコンクロウ,牡4,57,内田利雄,2:19.0,クビ,4.5,2,471(+5),[地] 岡田一男
5,6,8,13,アムロ,牡5,57,岩田康誠,2:19.1,3/4,6.9,4,497(-6),[地] 鈴木義久
6,7,6,9,ネヴァデザート,牡8,57,田中学,2:19.2,1/2,99.3,13,464(-4),[地] 市村誠
7,8,6,10,シンケンショウブ,牡5,55,赤岡修次,2:19.3,クビ,16.1,8,491(+3),[地] 久保杉隆
8,9,2,2,センノデバギヤ,牡5,55,山口勲,2:19.4,クビ,3.9,1,502(-2),[地] 米田英世
9,10,7,11,サイレントドン,牡6,57,蛯名正義,2:19.6,1.1/2,16.2,9,494(-2),[地] 田辺陽一
10,11,8,14,シルククレヴァー,牡7,57,村上忍,2:20.1,2.1/2,35.1,12,534(-11),[地] 佐野謙二
11,12,5,8,フリーバスティア,牡6,55,坂井英光,2:21.2,5,206.0,14,459(-1),[地] 上杉昌宏
12,13,3,3,ダルタニヤン,牡5,57,真島大輔,2:21.9,3,21.0,10,485(-1),[地] 秋山重美
13,14,7,12,パーフェクトバイオ,牡7,57,繁田健一,2:22.0,3/4,12.8,7,477(0),[地] 山崎尋美
