,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,4,7,マッタナシ,牡3,56,西田雄一,0:55.8,,4.7,2,476(0),[東] 岩戸孝樹
1,2,8,18,モアナブルー,牝3,54,丸田恭介,0:56.0,1.1/4,2.8,1,454(0),[東] 栗田博憲
2,3,4,8,エリーヒストリー,牝3,54,宮崎北斗,0:56.1,3/4,9.2,4,464(0),[東] 武市康男
3,4,7,13,ネオヴェルモット,牝3,54,大野拓弥,0:56.3,1.1/2,6.8,3,424(-2),[東] 伊藤正徳
4,5,1,1,リョウランプリーモ,牡3,56,田中勝春,0:56.3,ハナ,19.0,8,460(+2),[東] 小野次郎
5,6,7,14,タマノプリマベーラ,牝3,52,伴啓太,0:56.3,ハナ,16.4,7,464(-2),[東] 伊藤大士
6,7,6,12,セイソ,牝3,54,杉原誠人,0:56.4,クビ,70.9,13,416(+12),[東] 小野次郎
7,8,7,15,イリューム,牝3,54,内田博幸,0:56.5,3/4,12.5,5,422(+11),[東] 尾関知人
8,9,6,11,セイユウダンサー,牝3,54,津村明秀,0:56.5,クビ,36.5,11,418(-2),[東] 鈴木伸尋
9,10,3,6,エフティリンダ,牝3,54,村田一誠,0:56.5,ハナ,14.6,6,432(+2),[東] 粕谷昌央
10,11,5,9,トーアポリネシア,牝3,54,丹内祐次,0:56.6,クビ,233.7,18,480(+6),[東] 加藤和宏
11,12,1,2,アキラノテソーロ,牡3,53,野中悠太,0:56.6,クビ,171.3,17,462(+6),[東] 池上昌和
12,13,2,4,スミトアンドチャー,牡3,55,木幡巧也,0:56.8,1,75.6,14,480(0),[東] 黒岩陽一
13,14,8,17,アクロスユニバース,牝3,51,木幡育也,0:56.9,クビ,55.7,12,426(+2),[東] 萱野浩二
14,15,2,3,キョッコウ,牝3,54,菅原隆一,0:57.0,1/2,138.0,15,434(+4),[東] 武市康男
15,16,5,10,コッコリーノ,牝3,54,北村宏司,0:57.2,1,31.3,10,428(+10),[東] 池上昌和
16,17,8,16,ウインクリーヴ,牡3,56,江田照男,0:57.5,2,145.0,16,478(-10),[東] 田中剛
17,18,3,5,タイセイラブリー,牝3,51,藤田菜七,0:57.7,1.1/4,21.6,9,478(-4),[東] 蛯名利弘
