,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,5,6,ウェルドーン,牝3,54,武豊,2:18.3,,2.2,1,495(-1),[西] 角田晃一
1,2,6,7,ケラススヴィア,牝3,54,森泰斗,2:18.7,2,2.5,2,436(-2),[地] 小久保智
2,3,1,1,ランスオブアース,牝3,54,泉谷楓真,2:19.5,4,11.9,5,469(+2),[西] 本田優
3,4,4,4,グロリオーソ,牝3,54,矢野貴之,2:21.5,大,139.7,8,457(0),[地] 佐野謙二
4,5,3,3,ネイバーアイランド,牝3,54,魚住謙心,2:21.8,1.1/2,535.5,12,403(-16),[地] 鋤田誠二
5,6,5,5,リフレイム,牝3,54,木幡巧也,2:21.8,クビ,8.0,4,501(+1),[東] 黒岩陽一
6,7,8,11,ウワサノシブコ,牝3,54,和田譲治,2:22.1,1.1/2,26.2,6,450(+8),[地] 岡田一男
7,8,6,8,ディアリッキー,牝3,54,本田正重,2:22.2,クビ,52.1,7,476(+1),[地] 新井清重
8,9,7,9,ベルヴォーグ,牝3,54,幸英明,2:22.2,アタマ,7.6,3,497(-9),[西] 藤原英昭
9,10,7,10,スセリヒメ,牝3,54,藤本現暉,2:22.4,1,421.8,11,441(-5),[地] 河津裕昭
10,11,2,2,レディブラウン,牝3,54,伊藤裕人,2:22.8,2,202.2,9,462(+4),[地] 原三男
11,12,8,12,サンシェリダン,牝3,54,笹川翼,2:24.4,8,380.8,10,478(-13),[地] 工藤真司
