,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,3,5,フリートストリートダンサー,セ5,57,コート,2:09.2,,49.3,11,526(0),[外] オニール
1,2,3,6,アドマイヤドン,牡4,57,安藤勝己,2:09.2,ハナ,1.5,1,452(+3),[西] 松田博資
2,3,5,9,ハギノハイグレイド,牡7,57,福永祐一,2:10.0,5,30.6,7,516(+4),[西] 松田国英
3,4,4,7,スターキングマン,牡4,57,エスピノ,2:10.1,1/2,27.8,5,480(+6),[西] 森秀行
4,5,7,13,ディーエスサンダー,牡4,57,江田照男,2:10.6,3,57.6,12,504(-2),[東] 藤原辰雄
5,6,8,16,シロキタゴッドラン,牡4,57,柴田善臣,2:10.6,クビ,49.1,10,470(+2),[西] 中尾謙太
6,7,4,8,サイレントディール,牡3,55,ペリエ,2:11.2,3.1/2,4.1,2,514(+10),[西] 池江泰郎
7,8,2,4,リージェントブラフ,牡7,57,吉田豊,2:11.3,クビ,95.6,14,520(+4),[東] 大久保洋
8,9,6,12,オウタヒア,牡3,55,ソリス,2:11.9,3.1/2,85.2,13,496(0),[外] カリン
9,10,5,10,ネームヴァリュー,牝5,55,Ｍデムー,2:11.9,ハナ,30.3,6,508(+4),[地] 川島正行
10,11,1,1,カネツフルーヴ,牡6,57,松永幹夫,2:11.9,ハナ,38.7,9,542(-5),[西] 山本正司
11,12,7,14,ユートピア,牡3,55,武豊,2:12.3,2.1/2,10.4,3,466(+2),[西] 橋口弘次
12,13,8,15,ビッグウルフ,牡3,55,蛯名正義,2:12.4,1/2,26.6,4,436(-4),[西] 中尾正
13,14,2,3,ノボトゥルー,牡7,57,後藤浩輝,2:12.6,1,201.0,16,472(+5),[西] 森秀行
14,15,6,11,グラスエイコウオー,牡5,57,勝浦正樹,2:12.6,クビ,37.7,8,472(0),[東] 尾形充弘
15,16,1,2,スマートボーイ,牡8,57,伊藤直人,2:16.6,大,97.8,15,478(-4),[東] 伊藤圭三
