,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,2,2,ワンダースピード,牡6,56,小牧太,2:45.8,,4.0,2.0,486(+2),[西] 羽月友彦
1,2,7,9,メイショウトウコン,牡6,57,藤田伸二,2:46.3,2.1/2,1.2,1.0,461(+1),[西] 安田伊佐
2,3,3,3,ボランタス,牡4,56,東川公則,2:47.0,3,19.0,4.0,529(+3),[西] 角居勝彦
3,4,6,7,ヤマトマリオン,牝5,55,幸英明,2:47.1,1/2,8.7,3.0,475(+8),[西] 安達昭夫
4,5,8,12,チャンストウライ,牡5,56,下原理,2:47.6,2.1/2,41.6,5.0,524(+5),[地] 寺嶋正勝
5,6,1,1,トーセンベルボーイ,牡6,56,真島大輔,2:49.8,大,165.5,7.0,484(-5),[地] 小久保智
6,7,5,5,マヤノグレイシー,牡9,56,宇都英樹,2:50.0,1,415.5,10.0,486(-5),[地] 斉藤弘光
7,8,7,10,ゴールデンミション,牡4,56,今井貴大,2:51.0,5,185.9,8.0,513(+3),[地] 瀬戸口悟
8,9,5,6,オキナワノドリーム,牡3,54,佐藤友則,2:51.1,1/2,271.8,9.0,502(+1),[地] 森沢友貴
9,10,4,4,サンエムウルフ,牡8,56,西川敏弘,2:51.3,3/4,430.3,11.0,508(-2),[地] 別府真司
10,11,8,11,ムーンバレイ,牡7,56,吉田稔,2:51.3,クビ,71.0,6.0,522(+13),[地] 角田輝也
11,取,6,8,センゲンゴロー,牡5,56,竹下太,,,---,,計不,[地] 山内和明
