,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,6,12,スマートボーイ,牡8,57,伊藤直人,1:49.7,,17.6,6.0,486(+4),[東] 伊藤圭三
1,2,5,9,クーリンガー,牡4,56,和田竜二,1:50.2,3,218.1,13.0,518(0),[西] 岩元市三
2,3,5,10,マイネルブライアン,牡6,57,北村宏司,1:50.6,2.1/2,7.8,3.0,544(+4),[西] 宮徹
3,4,4,7,ビワシンセイキ,牡5,56,武豊,1:50.7,1/2,1.5,1.0,502(+7),[西] 松田博資
4,5,8,16,ハギノハイグレイド,牡7,58,福永祐一,1:50.8,1/2,8.2,4.0,524(+8),[西] 松田国英
5,6,1,2,ブラウンシャトレー,牡6,57,安部幸夫,1:51.0,1,122.3,11.0,452(0),[地] 国光徹
6,7,7,14,レギュラーメンバー,牡6,59,松永幹夫,1:51.1,1/2,36.1,7.0,542(+16),[西] 山本正司
7,8,2,4,テンリットル,牡5,56,水野貴史,1:51.3,1.1/2,314.2,14.0,470(0),[地] 川嶋弘吉
8,9,8,15,エアピエール,牡7,56,ボニヤ,1:51.5,1,64.0,9.0,460(+2),[東] 田村康仁
9,10,4,8,サンフォードシチー,牡8,57,横山典弘,1:52.0,3,87.6,10.0,476(+6),[西] 安達昭夫
10,11,1,1,ミラクルオペラ,牡6,57,幸英明,1:52.1,1/2,10.6,5.0,494(+13),[西] 領家政蔵
11,12,3,5,モノポライザー,牡4,55,河内洋,1:52.2,クビ,7.3,2.0,460(-4),[西] 橋口弘次
12,13,2,3,ホウシュウタイム,牡5,56,安藤光彰,1:52.4,1.1/2,318.7,15.0,532(-7),[地] 柴田高志
13,14,7,13,アルアラン,牡7,58,本田優,1:52.4,ハナ,146.1,12.0,490(-6),[西] 昆貢
14,15,6,11,クロノスシチー,牡4,55,池添謙一,1:53.1,4,63.8,8.0,482(-4),[西] 佐々木晶
15,取,3,6,マルタカサイレンス,牡6,56,太宰啓介,,,---,,計不,[西] 中竹和也
