,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,6,10,グッドフロマージュ,牡5,57,ガルシア,2:04.7,,22.0,8.0,518(0),[西] 宮徹
1,2,6,11,ハードシーキング,牡4,57,岩田康誠,2:04.7,クビ,6.1,2.0,504(0),[西] 西橋豊治
2,3,5,8,ケージームサシ,牡4,57,渡辺薫彦,2:06.3,10,27.2,9.0,496(+4),[西] 梅内忍
3,4,2,3,アグネスラナップ,牡3,56,池添謙一,2:06.3,アタマ,44.9,10.0,494(+2),[西] 西浦勝一
4,5,8,15,メイショウゲンスイ,牡4,57,内田博幸,2:06.4,クビ,2.1,1.0,504(-4),[西] 白井寿昭
5,6,7,12,マチカネミノリ,セ5,57,ホワイト,2:06.6,1.1/4,15.9,6.0,512(+4),[東] 藤沢和雄
6,7,3,4,シゲルアラムシャ,牡6,55,田中克典,2:06.6,クビ,269.0,14.0,522(-4),[西] 小島貞博
7,8,4,6,テイエムザエックス,牡5,57,和田竜二,2:06.7,1/2,10.2,5.0,496(-6),[西] 木原一良
8,9,1,1,テンシノコンコルド,牡5,57,中村将之,2:07.4,4,62.5,11.0,492(-6),[西] 田所秀孝
9,10,3,5,ツルマルストーム,牡3,56,福永祐一,2:07.5,クビ,7.3,3.0,514(+10),[西] 石坂正
10,11,8,14,タートルベイ,牡3,56,四位洋文,2:07.6,3/4,8.8,4.0,504(+6),[西] 田島良保
11,12,7,13,ワンダームシャ,牡3,56,野元昭嘉,2:07.7,1/2,123.3,12.0,472(-6),[西] 野元昭
12,13,2,2,トーホウオルビス,牡3,56,ルメール,2:07.8,1/2,20.1,7.0,504(-4),[西] 谷潔
13,14,5,9,エイシンイッパツ,牡4,54,田村太雅,2:08.1,1.3/4,152.4,13.0,488(0),[西] 松永昌博
14,除,4,7,ダイバクフ,牡3,56,川田将雅,,,---,,452(-2),[東] 高松邦男
