,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,3,5,ドレッドノート,セ8,57,石崎駿,1:27.4,,10.4,4,481(+6),[地] 橋本和馬
1,2,4,7,ティーズアライズ,牝4,55,矢野貴之,1:27.5,クビ,35.7,8,444(-2),[地] 嶋田幸晴
2,3,6,11,ミヤジマッキー,牡6,57,中野省吾,1:27.5,ハナ,5.0,2,517(+2),[地] 三坂盛雄
3,4,7,14,キタサンウンゲツ,牡5,57,的場文男,1:27.6,1/2,8.9,3,517(-3),[地] 辻野豊
4,5,1,2,スウェプトアロー,牡7,55,和田譲治,1:27.8,1,29.9,7,483(+9),[地] 中道啓二
5,6,5,10,キタノヘイロー,牡6,55,森泰斗,1:27.9,1/2,1.7,1,495(+6),[地] 村上頼章
6,7,8,16,ブラックサンダー,牡8,55,楢崎功祐,1:28.4,2.1/2,55.7,10,506(-5),[地] 沢佳宏
7,8,2,3,ブラックレッグ,牡4,57,坂井英光,1:29.0,3,19.8,6,596(+2),[地] 的場直之
8,9,5,9,アクティフ,牝4,53,赤嶺亮,1:29.3,1.3/4,14.8,5,471(+1),[地] 赤嶺本浩
9,10,4,8,パーティメーカー,牡4,57,真島大輔,1:29.3,クビ,37.4,9,472(-7),[地] 小久保智
10,11,8,15,サブノホホエミ,牝5,53,柏木健宏,1:29.8,2.1/2,58.0,11,475(+4),[地] 鷹見浩
11,12,2,4,コーリンギデオン,牡7,57,繁田健一,1:29.9,3/4,198.4,14,474(-5),[地] 川村守男
12,13,6,12,メジャーアスリート,牡7,57,高橋哲也,1:29.9,アタマ,179.6,12,520(0),[地] 柘榴浩樹
13,14,3,6,フジノフェアリー,牡8,55,保園翔也,1:30.1,1,279.8,15,490(+1),[地] 渡辺和雄
14,15,1,1,カラダレジェンド,牡5,57,吉井竜一,1:30.2,1/2,185.7,13,480(-5),[地] 荒山勝徳
15,16,7,13,トレボーネ,セ8,57,橋本直哉,1:30.4,1,307.4,16,442(+3),[地] 川村守男
