,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,5,5,ヒロノエンペラー,牡2,55,藤岡佑介,1:53.9,,20.9,7,458(0),[西] 庄野靖志
1,2,6,6,ナガラセンプー,牡2,55,国分優作,1:54.1,1.1/2,69.0,9,434(0),[西] 福島信晴
2,3,1,1,キョウワクリスタル,牡2,55,福永祐一,1:54.8,4,77.7,10,424(0),[西] 笹田和秀
3,4,4,4,ショウリュウバイオ,牡2,55,岩田康誠,1:54.9,クビ,2.7,1,472(0),[西] 藤原英昭
4,5,3,3,ジリオン,牡2,55,和田竜二,1:54.9,クビ,95.3,11,544(0),[西] 清水出美
5,6,7,8,ボスコエフィーメ,牡2,55,スミヨン,1:55.0,クビ,8.3,4,484(0),[西] 池江泰寿
6,7,8,11,ゴッドドリーム,牡2,55,幸英明,1:55.1,3/4,4.0,2,504(0),[西] 湯窪幸雄
7,8,6,7,コパノリッキー,牡2,55,鮫島良太,1:55.2,1/2,42.8,8,520(0),[西] 村山明
8,9,7,9,ソヴラーノ,牡2,55,ルメール,1:55.8,3.1/2,4.4,3,490(0),[西] 吉村圭司
9,10,8,10,スマートレバレッジ,牡2,55,武豊,1:56.1,2,9.8,5,462(0),[西] 小崎憲
10,11,2,2,ファーザモア,牡2,55,川須栄彦,1:56.5,2.1/2,13.3,6,504(0),[西] 池江泰寿
