,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,7,9,ウイニングウインド,牡6,56,吉田稔,1:49.0,,5.8,3,491(+2),[地] 原口次夫
1,2,1,1,チャンストウライ,牡4,56,下原理,1:49.3,2,1.7,1,507(+3),[地] 寺嶋正勝
2,3,6,7,ジョイーレ,牡4,56,川原正一,1:49.6,2,5.5,2,460(-4),[地] 曽和直栄
3,4,3,3,アグネスミステリー,牡5,56,大山真吾,1:49.7,1/2,10.4,5,508(-3),[地] 吉行龍穂
4,5,7,8,ミツアキタービン,牡7,56,東川公則,1:50.4,4,5.9,4,512(+3),[地] 田口輝彦
5,6,8,11,マグマサイン,牡7,56,田中学,1:50.6,1,15.2,6,511(-2),[地] 田中道夫
6,7,6,6,プリナム,牡5,56,赤嶺亮,1:50.7,1/2,116.2,9,463(+2),[地] 赤嶺本浩
7,8,5,5,バンブージーコ,牡5,56,木村健,1:50.7,ハナ,87.5,7,493(-7),[地] 渡辺幸生
8,9,2,2,ナムラコロンブス,牡7,56,山田崇史,1:51.4,4,193.6,11,469(-7),[地] 植松則幸
9,10,8,10,セイエイシェーン,牝7,54,森泰斗,1:51.6,1,145.2,10,462(0),[地] 上杉昌宏
10,11,4,4,トネノヒカリ,牡5,56,山崎誠士,1:52.2,4,108.4,8,466(+1),[地] 上杉昌宏
