,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,5,6,エーシンサルサ,牝3,54,木村健,1:29.5,,8.0,3,514(+2),[地] 橋本忠男
1,2,7,10,ユメノアトサキ,牝3,54,坂本和也,1:30.1,3.1/2,1.6,1,442(+13),[地] 藪田辰己
2,3,7,9,クーゲルブリッツ,牡6,56,松浦聡志,1:30.1,アタマ,25.6,6,495(+11),[地] 田中道夫
3,4,6,7,デュークワンダー,牡7,56,川原正一,1:30.2,1/2,11.2,5,514(+3),[地] 諏訪貴正
4,5,2,2,トウケイカガヤキ,牝5,55,永島太郎,1:30.2,クビ,3.5,2,464(-1),[地] 住吉朝男
5,6,6,8,クレイアートビュン,牡9,56,大山真吾,1:30.5,2,116.8,9,459(+3),[地] 住吉朝男
6,7,5,5,ディープフィールド,牡5,56,田中学,1:31.0,3,10.8,4,510(-4),[地] 森沢友貴
7,8,8,12,ビザンローズ,牝4,54,小谷周平,1:31.0,アタマ,26.4,7,473(+5),[地] 稻田彰宏
8,9,8,11,ケンブリッジシーザ,牡6,56,松浦政宏,1:31.2,1.1/2,71.8,8,511(-3),[地] 森沢友貴
9,10,1,1,タツスティンガー,牡4,56,吉村智洋,1:31.3,クビ,120.9,10,513(+2),[地] 橋本和男
10,11,3,3,グッドカレラ,牡6,56,北野真弘,1:31.5,1.1/2,130.0,11,515(-10),[地] 稻田彰宏
11,12,4,4,マルカンタイショウ,牡5,56,板野央,1:31.9,2.1/2,208.8,12,489(0),[地] 三宅直之
