,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,6,7,アイノサート,牝5,54,菊池義昭,1:39.2,,---,2,474(-2),[地] 瀬谷保司
1,2,8,11,ヤマサプロテクター,牝5,52,福原好隆,1:39.3,クビ,---,10,447(+1),[地] 新井明
2,3,4,4,デルマキングオー,牡5,55,水野貴史,1:39.5,1,---,1,512(-2),[地] 川嶋弘吉
3,4,7,8,サンピラー,牡6,55,米田弘一,1:39.6,クビ,---,8,444(-5),[地] 内野浩司
4,5,6,6,ヤマサシース,牝8,54,高橋文雄,1:39.7,3/4,---,6,432(-5),[地] 新井明
5,6,3,3,ジャスノテイオー,牡6,55,加藤和宏,1:39.7,アタマ,---,7,495(-5),[地] 渡辺和泰
6,7,8,10,カネショウノボル,牡5,55,野口真一,1:40.0,1.1/2,---,11,496(+3),[地] 佐藤正海
7,8,5,5,エビスジャンボ,牡5,55,久保田政,1:40.6,3,---,3,574(+12),[地] 一倉昌行
8,9,1,1,レイカテンシン,牡6,55,栗林宏,1:40.6,アタマ,---,9,442(+6),[地] 渋谷武久
9,10,2,2,ツメノロード,牝7,54,矢菅清志,1:40.8,1,---,4,425(-1),[地] 仲沢道夫
10,11,7,9,ハヤノオーカン,牝6,52,米田真由,1:40.9,1/2,---,5,490(+6),[地] 井田荘一
