,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,3,5,ピオネロ,牡4,56,武豊,1:45.8,,4.5,2,478(-4),[西] 松永幹夫
1,2,8,17,タイセイドリーム,牡5,55,田中勝春,1:45.8,ハナ,45.0,13,540(+4),[西] 矢作芳人
2,3,6,11,セキショウ,牝5,53,勝浦正樹,1:45.8,ハナ,70.8,16,504(+4),[東] 杉浦宏昭
3,4,2,4,カナロア,牡6,55,石橋脩,1:45.9,1/2,8.9,4,460(+2),[西] 中内田充
4,5,2,3,マイネオーラム,牝4,54,柴田大知,1:45.9,ハナ,12.8,6,462(0),[東] 高橋義博
5,6,1,2,オコレマルーナ,牡6,55,福永祐一,1:45.9,アタマ,7.3,3,438(-10),[東] 堀宣行
6,7,7,13,エアアンセム,牡4,56,ルメール,1:45.9,ハナ,17.6,8,488(+2),[西] 吉村圭司
7,8,4,8,パシャドーラ,牝5,52,柴田善臣,1:46.0,クビ,57.0,15,518(+14),[東] 藤沢和雄
8,9,3,6,ラディウス,牡4,55,岩田康誠,1:46.0,ハナ,35.0,12,456(+6),[西] 高野友和
9,10,8,15,シャドウパーティー,牡6,56,Ｍ．デム,1:46.0,ハナ,24.4,10,498(-4),[東] 堀宣行
10,11,8,16,メドウヒルズ,牡4,55,北村宏司,1:46.2,1.1/4,51.9,14,454(+4),[東] 鹿戸雄一
11,12,5,9,アトム,牡4,56,内田博幸,1:46.2,アタマ,3.7,1,472(+6),[西] 池江泰寿
12,13,1,1,ハドソンヤード,牡4,55,蛯名正義,1:46.2,クビ,25.9,11,462(+8),[西] 西園正都
13,14,5,10,ラブラバード,牡5,55,川田将雅,1:46.2,ハナ,16.2,7,488(-12),[西] 松田博資
14,15,4,7,フェイマスエンド,牡4,55,戸崎圭太,1:46.2,ハナ,19.3,9,470(-8),[西] 鮫島一歩
15,16,7,14,ベストドリーム,牡4,55,田辺裕信,1:46.4,1.1/4,11.9,5,462(-4),[東] 谷原義明
16,17,6,12,ビリオネア,牝5,52,酒井学,1:46.5,3/4,150.1,17,446(-2),[西] 野中賢二
