,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,5,9,ココロイキ,牡5,56,矢野貴之,1:26.2,,22.1,9,541(-1),[地] 佐野謙二
1,2,4,8,ウェイキー,牡5,56,的場文男,1:26.7,2.1/2,21.7,8,511(-2),[地] 宗形竹見
2,3,1,1,オルトスラッガー,セ5,56,達城龍次,1:26.9,1.1/4,3.4,1,504(+5),[地] 柏木一夫
3,4,4,7,ランディスシティ,牡4,56,笹川翼,1:27.0,1/2,5.3,2,503(+14),[地] 森下淳平
4,5,1,2,ベニッシモ,セ4,56,山崎誠士,1:27.0,アタマ,29.3,11,472(0),[地] 堀千亜樹
5,6,8,15,デュアルテイルズ,牝4,54,御神本訓,1:27.0,クビ,7.0,4,472(+9),[地] 村上頼章
6,7,2,3,マイネルロッシュ,牡7,56,和田譲治,1:27.1,クビ,10.8,5,488(+1),[地] 宗形竹見
7,8,7,14,レディーアーサー,牝4,54,本田正重,1:27.4,1.1/2,76.2,14,507(+3),[地] 鈴木啓之
8,9,3,6,コウユーユメフワリ,牝5,54,千田洋,1:27.5,クビ,52.7,13,519(+10),[地] 堀千亜樹
9,10,8,16,サイレントギフト,牡5,56,西啓太,1:27.6,1/2,5.4,3,482(+2),[地] 阪本一栄
10,11,5,10,シンタロウ,セ5,56,森泰斗,1:27.7,3/4,24.6,10,507(-5),[地] 大宮和也
11,12,6,12,サンドファルコン,牡4,56,岡村健司,1:27.8,1/2,14.4,6,544(+6),[地] 市村誠
12,13,3,5,ミラコロカナーレ,牡5,56,今野忠成,1:28.5,3.1/2,18.6,7,479(+1),[地] 福永敏
13,14,6,11,サンキーウエスト,牝6,54,藤本現暉,1:28.5,アタマ,169.8,15,455(-2),[地] 蛯名雄太
14,15,2,4,キラカイドウ,セ5,56,石崎駿,1:28.9,2,214.0,16,403(-1),[地] 上杉昌宏
15,16,7,13,アオイカツマ,牡5,56,本橋孝太,1:28.9,クビ,43.4,12,490(0),[地] 福田真広
