,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,2,2,ヨシノイチバンボシ,牡4,56,安部幸夫,1:49.2,,---,1,501(+7),[地] 錦見勇夫
1,2,7,10,グレートステージ,牡3,55,岩田康誠,1:49.2,クビ,---,2,488(+9),[地] 曽和直栄
2,3,8,12,アースクエイク,セ6,55,繁田健一,1:49.5,1.1/2,---,8,479(-2),[地] 冨田藤男
3,4,6,7,キクノジェニー,牝6,53,米田幸治,1:49.7,1.1/4,---,9,508(+15),[地] 田中範雄
4,5,1,1,ホクザンスターダム,牡5,56,木村健,1:50.2,3,---,5,457(+4),[地] 橋本忠男
5,6,5,5,ロングランナー,牡5,56,大塚研司,1:50.3,1/2,---,12,505(+2),[地] 青木和夫
6,7,7,9,シャワーパーティー,牡7,55,小牧毅,1:50.4,クビ,---,4,482(+4),[地] 曽和直栄
7,8,8,11,シンボリシャイアン,牡8,55,下原理,1:50.9,3,---,9,463(-1),[地] 寺嶋正勝
8,9,4,4,マヤノオスカー,牡5,56,岡部誠,1:51.1,1.1/4,---,3,449(0),[地] 田嶋弘幸
9,10,3,3,マルカカイゼル,牡6,55,細川勉,1:51.1,アタマ,---,6,449(-5),[地] 冨田藤男
10,11,6,8,オモシロイ,牡6,55,大山真吾,1:52.0,5,---,7,441(+6),[地] 渡辺幸生
11,12,5,6,テレマーク,牡3,55,田中学,1:54.6,大,---,11,501(+4),[地] 玉井等
