,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,7,9,ノースカルロス,牡4,57,左海誠二,1:41.9,,2.7,1,468(0),[地] 林正人
1,2,6,7,トーセンオウジ,牡6,55,内田博幸,1:42.6,4,7.2,4,499(+5),[地] 小久保智
2,3,3,3,イケノエイトマン,牡8,57,森泰斗,1:43.1,2.1/2,13.7,6,488(+1),[地] 柘榴浩樹
3,4,6,6,ハードクラップ,セ5,57,繁田健一,1:43.1,クビ,3.7,2,476(+3),[地] 佐藤賢二
4,5,5,5,ダイヴァーダウン,牡6,57,楢崎功祐,1:43.3,3/4,128.9,11,471(+5),[地] 工藤伸輔
5,6,1,1,エスティドゥーラ,牡4,55,橋本直哉,1:43.5,1,35.2,8,512(-18),[地] 小久保智
6,7,2,2,メイショウパーシー,牡6,57,町田直希,1:43.5,クビ,50.8,9,498(+3),[地] 鈴木義久
7,8,4,4,コウユーサクラサク,牡6,57,酒井忍,1:43.7,3/4,21.9,7,463(+9),[地] 宇野木数
8,9,8,10,フリーゲン,牡7,57,山崎真,1:44.0,1.1/2,60.1,10,493(-3),[地] 柘榴浩樹
9,10,7,8,ヘレニウム,牝5,55,真島大輔,1:44.5,2.1/2,10.7,5,499(+4),[地] 内田勝義
10,11,8,11,スマートファミリア,牡6,57,沢田龍哉,1:45.3,4,5.2,3,494(+3),[地] 川島正一
