,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,1,2,ワンダースピード,牡7,58,小牧太,1:50.4,,8.3,3,484(-2),[西] 羽月友彦
1,2,2,3,エスポワールシチー,牡4,55,佐藤哲三,1:50.4,クビ,1.9,1,488(+2),[西] 安達昭夫
2,3,3,6,マコトスパルビエロ,牡5,56,安藤勝己,1:50.9,3,10.0,5,524(+10),[西] 鮫島一歩
3,4,5,10,ネイキッド,牡5,56,Ｍデムー,1:51.3,2.1/2,11.5,7,476(-2),[西] 浜田光正
4,5,1,1,タガノエクリプス,牡6,56,幸英明,1:51.4,1/2,116.8,13,512(+2),[西] 川村禎彦
5,6,4,7,マイネルアワグラス,牡5,57,ルメール,1:51.6,1,10.9,6,528(0),[東] 稲葉隆一
6,7,6,12,ダークメッセージ,牡6,56,川田将雅,1:51.6,クビ,9.4,4,486(+4),[西] 佐々木晶
7,8,5,9,サンライズバッカス,牡7,58,岩田康誠,1:51.8,1,7.5,2,500(+6),[西] 音無秀孝
8,9,2,4,エアアドニス,牡7,56,武幸四郎,1:52.0,1.1/4,112.9,12,500(0),[東] 伊藤正徳
9,10,3,5,ナナヨーヒマワリ,牡8,57,小原義之,1:52.0,アタマ,87.7,10,514(+2),[西] 小原伊佐
10,11,8,15,ロールオブザダイス,牡4,55,四位洋文,1:52.3,2,56.7,8,454(-2),[西] 角居勝彦
11,12,4,8,ハスフェル,牡7,56,渡辺薫彦,1:52.4,1/2,377.4,16,474(-2),[西] 南井克巳
12,13,7,13,スナークファルコン,牡7,56,秋山真一,1:53.2,5,252.1,15,466(+4),[西] 野村彰彦
13,14,8,16,シャーベットトーン,牡7,56,福永祐一,1:53.6,2.1/2,59.7,9,524(+2),[東] 奥平雅士
14,15,6,11,サカラート,牡9,57,藤岡佑介,1:53.6,アタマ,88.0,11,482(+8),[西] 石坂正
15,16,7,14,ニホンピロキース,牡8,56,酒井学,1:54.3,4,180.1,14,486(-4),[西] 服部利之
