,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,8,9,ドリームカトラス,牡6,57,尾島徹,1:40.9,,2.2,1,456(+2),[地] 伊藤強一
1,2,2,2,エイシンダッシュ,牡7,57,佐藤友則,1:41.0,3/4,59.1,9,473(+2),[地] 伊藤強一
2,3,1,1,ドリームスカイラブ,牡8,57,花本正三,1:41.2,1,38.2,8,507(+2),[地] 伊藤強一
3,4,6,6,ミヤジチョビ,牡4,57,大畑雅章,1:41.4,1,2.6,2,471(-2),[地] 今津勝之
4,5,5,5,エーシンマギー,牝5,55,筒井勇介,1:41.5,1/2,23.8,7,457(+1),[地] 伊藤強一
5,6,7,7,シャインモーメント,牡8,57,丸野勝虎,1:41.7,1.1/2,21.4,6,487(-6),[地] 橋本忠男
6,7,7,8,タッチデュール,牝4,55,東川公則,1:41.9,1.1/2,6.9,3,425(+17),[地] 笹野博司
7,8,4,4,バンダムミュートス,セ7,57,向山牧,1:42.1,1,12.8,5,481(-4),[地] 後藤正義
8,9,3,3,ユーセイクインサー,牝3,54,今井貴大,1:42.9,4,8.3,4,432(+3),[地] 倉地学
9,10,8,10,ハイパフォーマンス,牡5,57,吉井友彦,1:43.2,1.1/2,145.4,10,447(+9),[地] 山中輝久
