,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,8,9,ウインジェラルド,牡6,56,青柳正義,1:30.1,,1.1,1,486(+2),[地] 鈴木正也
1,2,6,6,マイネルリボーン,牡3,56,米倉知,1:30.6,2.1/2,13.0,4,466(-4),[地] 高橋俊之
2,3,3,3,トウショウウェイヴ,牡8,56,吉田晃浩,1:31.0,2,8.3,3,484(-3),[地] 佐藤茂
3,4,7,7,エースオブタッチ,牡9,56,平瀬城久,1:31.2,1,7.6,2,476(-3),[地] 奥高平
4,5,4,4,マックスシャルビー,牝5,54,松戸政也,1:31.2,ハナ,24.8,5,429(+2),[地] 田嶋弘幸
5,6,5,5,アドマイヤアクア,牡5,56,畑中信司,1:31.2,ハナ,68.5,7,436(-1),[地] 吉井敏雄
6,7,2,2,ニホンピロルノン,牝4,54,田知弘久,1:31.4,1,30.0,6,463(+2),[地] 金田一昌
7,8,1,1,リトルミッション,牝4,54,藤田弘治,1:32.8,7,143.8,9,408(-9),[地] 黒木豊
8,9,8,10,サクラプレリュード,牝5,54,川添明弘,1:34.4,8,287.6,10,475(-5),[地] 服部健一
9,10,7,8,ベニバナセンプー,牡5,56,桑野等,1:36.0,8,119.9,8,470(+13),[地] 鋤田誠二
