,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,5,5,ジュエリーデイズ,牝4,53,松木大地,1:26.3,,15.8,4,415(-13),[地] 宗石大
1,2,7,9,クレバーサンデー,牡10,56,三村展久,1:26.4,1/2,25.7,5,492(-5),[地] 平和人
2,3,8,12,アートオブグラン,牝4,54,上田将司,1:26.6,1,11.8,2,447(-1),[地] 胡本友晴
3,4,3,3,キョウカスイゲツ,牝3,53,林謙佑,1:26.8,1,37.8,7,422(-4),[地] 田中譲二
4,5,8,11,スターゴスフォード,牡3,56,山崎雅由,1:26.9,クビ,1.1,1,466(-10),[地] 田中譲二
5,6,6,8,オールラウンド,牡6,56,大沢誠志,1:27.0,1/2,56.3,8,492(-2),[地] 別府真司
6,7,7,10,ブルーヴァルキリー,牝6,54,倉兼育康,1:27.2,1,15.6,3,447(-3),[地] 松木啓助
7,8,2,2,ニシケントレヴィ,牡3,56,山頭信義,1:27.5,1.1/2,264.8,11,451(-4),[地] 目迫大輔
8,9,4,4,クレバーアストレア,牝8,54,嬉勝則,1:27.5,ハナ,378.2,12,435(-6),[地] 国沢輝幸
9,10,5,6,アスールアラテラ,牡9,56,妹尾浩一,1:27.6,クビ,80.2,10,468(-5),[地] 田中守
10,11,6,7,ゴッドガーデン,牝7,54,岡村卓弥,1:28.0,2,29.4,6,453(+3),[地] 胡本友晴
11,12,1,1,マタタビニャンニャ,牝5,53,塚本雄大,1:28.8,4,64.5,9,416(+2),[地] 平和人
