,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,6,8,ラブミークン,牡8,56,本田正重,1:40.1,,13.4,5,521(-1),[地] 川島正一
1,2,6,9,ベンテンコゾウ,牡6,57,御神本訓,1:40.5,2,2.2,1,503(+3),[地] 川島正一
2,3,2,2,グリードパルフェ,牡4,56,本橋孝太,1:40.9,2,9.2,4,476(+5),[地] 山田信大
3,4,7,11,バンドオンザラン,牡6,57,町田直希,1:41.4,2.1/2,305.9,12,517(-8),[地] 内田勝義
4,5,8,13,グレンツェント,牡7,58,森泰斗,1:41.6,1,4.3,3,479(-7),[地] 藤田輝信
5,6,4,5,プロトコル,牡9,56,酒井忍,1:41.9,1.1/2,210.5,10,536(+3),[地] 池田孝
6,7,5,7,シュテルングランツ,牡9,57,藤田凌,1:42.2,1.1/2,44.6,8,491(+2),[地] 福田真広
7,8,8,12,ワンパーセント,牡7,56,左海誠二,1:42.3,クビ,32.2,7,483(-13),[地] 小久保智
8,9,1,1,サダムリスペクト,牡8,56,真島大輔,1:42.3,クビ,15.9,6,466(0),[地] 稲益貴弘
9,10,5,6,アルタイル,牡8,56,矢野貴之,1:42.6,1.1/2,83.0,9,492(-4),[地] 堀千亜樹
10,11,3,3,ハクサンルドルフ,牡7,56,石崎駿,1:43.1,2.1/2,332.7,13,482(+4),[地] 矢野義幸
11,12,4,4,コパノチャーリー,牡8,56,笹川翼,1:43.8,3,4.1,2,526(+3),[地] 新井清重
12,中,7,10,トーセンデューク,牡9,57,張田昂,,,254.4,11,472(+8),[地] 小久保智
