,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,1,1,エコロクラージュ,牡3,56,吉村智洋,1:52.1,,2.9,2,475(-3),[地] 保利良平
1,2,2,2,ウインドケーヴ,牡3,56,川原正一,1:52.4,1.1/2,33.0,8,501(-2),[地] 柏原誠路
2,3,3,3,アンサン,牝3,54,大山真吾,1:52.7,2,21.4,5,461(-2),[地] 木村健
3,4,7,7,ベラジオサキ,牝3,54,鴨宮祥行,1:52.8,3/4,21.9,6,454(-8),[地] 栗林徹治
4,5,4,4,シュルヴィーヴル,牡3,56,廣瀬航,1:52.9,クビ,8.2,3,490(-1),[地] 北野真弘
5,6,8,9,バウチェイサー,牡3,56,笹田知宏,1:53.2,1.3/4,1.9,1,495(+7),[地] 新子雅司
6,7,7,8,ローグネイション,牡3,56,杉浦健太,1:53.3,3/4,13.5,4,514(+11),[地] 田中範雄
7,8,8,10,ホクザンゴールド,牡3,56,下原理,1:53.5,1,74.2,10,436(+9),[地] 橋本忠明
8,9,6,6,サラヘレン,牝3,54,田野豊三,1:53.6,クビ,72.2,9,474(-9),[地] 新井隆太
9,10,5,5,エイシンクエーサー,牡3,56,田中学,1:54.6,6,27.6,7,485(+4),[地] 橋本忠明
