,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,6,6,マイネルアラバンサ,牡6,55,岡部誠,1:40.9,,3.4,3,503(-6),[地] 荒巻透
1,2,3,3,サンキンスピーチ,牡6,56,兒島真二,1:41.0,1/2,2.1,1,512(+5),[地] 円田修
2,3,5,5,ノゾミカイザー,牡4,53,吉田稔,1:41.0,ハナ,3.3,2,474(+1),[地] 錦見勇夫
3,4,2,2,ケイウンヘイロー,牡6,54,今井貴大,1:41.7,3,41.1,6,500(+9),[地] 井手上慎
4,5,8,9,ハードインパルス,牡5,52,大畑雅章,1:42.4,3,9.4,4,492(-5),[地] 今津勝之
5,6,4,4,ウイニングウインド,牡8,56,戸部尚実,1:42.7,1.1/2,17.5,5,497(+3),[地] 原口次夫
6,7,7,7,センゲンゴロー,牡6,54,竹下太,1:43.6,4,48.7,7,483(-3),[地] 山内和明
7,8,1,1,エプソムフォルテ,牡6,53,竹田吉秀,1:43.7,1/2,123.2,10,452(-4),[地] 田中敏和
8,9,7,8,カイジンシーズ,牡5,53,吉井友彦,1:44.1,2,60.7,9,501(-6),[地] 山中輝久
9,10,8,10,シンゼンタイヨウ,牡6,53,丸野勝虎,1:44.2,1/2,49.9,8,495(+2),[地] 井手上慎
