,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,2,4,エスポワールシチー,牡5,57,佐藤哲三,1:34.9,,1.7,1.0,498(-4),[西] 安達昭夫
1,2,2,3,テスタマッタ,牡4,57,岩田康誠,1:35.3,2.1/2,13.0,5.0,482(0),[西] 村山明
2,3,3,6,サクセスブロッケン,牡5,57,内田博幸,1:35.9,3.1/2,6.4,2.0,532(+11),[西] 藤原英昭
3,4,1,2,ケイアイテンジン,牡4,57,四位洋文,1:36.8,5,136.5,14.0,476(+4),[西] 白井寿昭
4,5,6,12,グロリアスノア,牡4,57,小林慎一,1:37.0,1.1/2,15.1,6.0,518(+2),[西] 矢作芳人
5,6,1,1,ダイショウジェット,牡7,57,柴山雄一,1:37.0,クビ,68.3,10.0,558(-6),[西] 大根田裕
6,7,7,13,ローレルゲレイロ,牡6,57,藤田伸二,1:37.1,クビ,34.0,8.0,472(+4),[西] 昆貢
7,8,4,7,トーセンブライト,牡9,57,北村宏司,1:37.1,クビ,236.0,15.0,500(0),[東] 加藤征弘
8,9,6,11,スーニ,牡4,57,川田将雅,1:37.4,1.3/4,26.6,7.0,474(+4),[西] 吉田直弘
9,10,7,14,リーチザクラウン,牡4,57,武豊,1:37.6,3/4,9.5,4.0,510(+2),[西] 橋口弘次
10,11,8,15,ミリオンディスク,牡6,57,ルメール,1:38.0,2.1/2,81.5,11.0,530(-2),[西] 荒川義之
11,12,4,8,レッドスパーダ,牡4,57,横山典弘,1:38.4,2.1/2,9.3,3.0,538(+4),[東] 藤沢和雄
12,13,8,16,ワイルドワンダー,牡8,57,蛯名正義,1:38.7,2,81.5,12.0,456(+2),[東] 久保田貴
13,14,5,9,ザレマ,牝6,55,Ｍデムー,1:39.4,4,100.6,13.0,532(-12),[西] 音無秀孝
14,15,3,5,スーパーホーネット,牡7,57,藤岡佑介,1:41.9,大,53.6,9.0,462(-8),[西] 矢作芳人
15,取,5,10,オーロマイスター,牡5,57,吉田豊,,,---,,計不,[東] 大久保洋
