,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,8,9,ニュースターガール,牝3,54,阪上忠匡,1:42.8,,8.3,4,432(0),[地] 森山英雄
1,2,7,7,ワールドレデー,牝3,54,丸野勝虎,1:43.2,2,8.3,5,504(+13),[地] 伊藤強一
2,3,5,5,ブルーベリー,牝3,54,向山牧,1:43.2,アタマ,6.3,3,443(0),[地] 後藤保
3,4,4,4,トウホクビジン,牝3,54,安部幸夫,1:43.4,3/4,1.5,1,428(+5),[地] 山中輝久
4,5,2,2,コーザンソナタ,牝3,54,倉地学,1:43.4,クビ,112.2,9,418(-4),[地] 荒巻透
5,6,6,6,エーシンロレーン,牝3,54,尾島徹,1:43.6,1.1/2,6.3,2,430(+6),[地] 伊藤強一
6,7,8,10,サンクスチケット,牝3,54,平瀬城久,1:44.2,3,23.9,6,416(+3),[地] 黒木豊
7,8,1,1,ソリドール,牝3,54,柿原翔,1:44.6,2,158.1,10,463(-9),[地] 藤ヶ崎一
8,9,3,3,ジツリキダイヤー,牝3,54,佐藤友則,1:44.6,クビ,84.9,8,426(+4),[地] 小森勝政
9,10,7,8,タキノサクラ,牝3,54,吉井友彦,1:45.4,4,66.9,7,431(0),[地] 山中輝久
