,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,1,1,フジコチャン,牝2,54,森泰斗,1:41.9,,1.2,1.0,482(+2),[地] 荒山勝徳
1,2,3,3,ビーチアネラ,牝2,55,和田譲治,1:42.5,3,5.4,2.0,490(0),[地] 的場直之
2,3,4,4,ドラケン,牡2,55,西啓太,1:43.0,2.1/2,46.6,6.0,470(+13),[地] 堀千亜樹
3,4,7,7,ワイズゴールド,牝2,55,張田昂,1:43.1,1/2,49.1,7.0,431(+3),[地] 市村誠
4,5,2,2,サワーキャンディー,牝2,54,本田正重,1:43.3,1,38.9,5.0,455(+3),[地] 阪本一栄
5,6,8,9,ハナノウタ,牝2,55,藤本現暉,1:43.7,2,9.3,3.0,468(-6),[地] 阪本一栄
6,7,5,5,ウバリ,牝2,53,菅原涼太,1:44.8,5,10.5,4.0,432(+10),[地] 堀千亜樹
7,8,6,6,ラヴラブクロフネ,牝2,54,藤田凌,1:45.4,3,154.3,9.0,476(-3),[地] 荒井朋弘
8,9,8,10,コパノモナルカ,牝2,54,今野忠成,1:48.1,大,142.0,8.0,466(-12),[地] 赤嶺亮
9,取,7,8,ケンマキシム,牡2,55,矢野貴之,,,---,,計不,[地] 高橋清顕
