,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,8,14,マコトタイタン,牡4,55,的場均,1:49.8,,30.3,7,490(-8),[東] 尾形充弘
1,2,7,11,ロードフェイス,牡4,55,岡部幸雄,1:49.9,クビ,1.8,1,498(-10),[東] 藤沢和雄
2,3,6,10,エーピーグリード,牡4,55,吉田豊,1:50.1,1.1/4,12.8,5,478(+4),[東] 矢野照正
3,4,3,3,デュプレオレオール,牡4,55,柴田善臣,1:50.3,1.1/4,9.6,3,474(-6),[東] 菅原泰夫
4,5,5,8,イシノフルール,牡4,55,横山典弘,1:50.6,1.3/4,14.5,6,450(-4),[東] 稲葉隆一
5,6,2,2,マロンパピルス,牝4,53,加藤和宏,1:50.8,1.1/2,135.5,12,426(0),[東] 岩城博俊
6,7,4,6,アメリカンボス,牡4,55,江田照男,1:50.8,ハナ,4.6,2,464(-2),[東] 田子冬樹
7,8,7,12,オンクラウドナイン,牡4,55,田中勝春,1:50.8,アタマ,30.9,8,454(-8),[東] 高市圭二
8,9,6,9,ミナミノゴージャス,牡4,55,後藤浩輝,1:51.1,1.3/4,64.2,10,458(-8),[東] 河野通文
9,10,4,5,ダークスカイ,牡4,55,小野次郎,1:51.1,アタマ,32.4,9,468(+6),[東] 柴田政人
10,11,3,4,パラダイスフラワー,牝4,53,横山賀一,1:51.3,1,301.5,14,462(0),[東] 奥平真治
11,12,5,7,ヴィンテージイヤー,牡4,55,武士沢友,1:51.9,3.1/2,287.7,13,424(-8),[東] 小桧山悟
12,13,1,1,ビコータイムレス,牡4,55,芹沢純一,1:52.0,クビ,12.2,4,534(+16),[西] 鹿戸幸治
13,14,8,13,トウカンビリーフ,牡4,55,熊沢重文,1:53.1,7,71.3,11,490(+6),[東] 浅野洋一
