,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,8,12,サイレントケニー,牡4,55,今野忠成,1:44.0,,---,5,490(-1),[地] 鈴木敏一
1,2,2,2,キングカイザー,牡6,55,張田京,1:44.2,1,---,2,486(-11),[地] 藤江昭徳
2,3,5,7,トウカイエンペラー,牡7,55,酒井忍,1:44.3,1/2,---,6,455(+5),[地] 八木正雄
3,4,3,3,バーニングソウル,セ5,55,的場文男,1:44.4,1/2,---,3,474(-4),[地] 内田勝義
4,5,7,11,クラネーション,牡5,55,桑島孝春,1:44.5,クビ,---,4,452(+2),[地] 鬼沢裕充
5,6,5,6,クラウンブロッサム,牡4,55,金子正彦,1:44.9,2,---,1,472(0),[地] 武井栄一
6,7,8,13,ペガサスライヒ,牡5,55,佐藤祐樹,1:45.7,4,---,9,504(+22),[地] 細川潔
7,8,6,9,コウノテイオー,牡6,55,佐藤博紀,1:45.9,1,---,12,454(+5),[地] 津久井巌
8,9,1,1,フツロムテキ,牡5,55,繁田健一,1:46.1,1,---,7,460(-4),[地] 広瀬龍夫
9,10,7,10,サンデーマイレディ,牝3,53,石井勝男,1:46.1,クビ,---,8,424(-2),[地] 田村豫志
10,11,4,4,ウエノマルルドルフ,牡6,55,鈴木啓之,1:46.5,2,---,10,438(-4),[地] 鹿沼良和
11,12,6,8,ビックジャック,牡6,55,細川勉,1:47.2,3,---,13,508(-2),[地] 冨田藤男
12,13,4,5,レーンベルスター,牡9,54,久保勇,1:47.9,3,---,11,462(-3),[地] 冨田藤男
