,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,3,5,ビッグドン,牡4,57.0,川島信二,1:51.6,,4.3,2,430(0),[西] 中尾秀正
1,2,6,11,シークレットボーイ,牡5,54.0,石橋守,1:51.7,1/2,48.1,11,500(-2),[東] 中島敏文
2,3,5,10,ジャングルバス,牡4,55.0,柴田善臣,1:51.7,クビ,27.6,9,430(-18),[東] 岩戸孝樹
3,4,3,6,サンエムゴールド,牡5,58.0,熊沢重文,1:51.8,クビ,6.2,4,470(-4),[西] 松田正弘
4,5,7,13,ナリタボールド,牡4,57.0,小牧太,1:52.0,1.1/2,12.5,6,526(-2),[西] 宮本博
5,6,8,15,ロングオベリスク,牡5,55.0,赤木高太,1:52.3,2,19.4,8,496(+4),[西] 加用正
6,7,7,14,ワンダーハーブ,牡5,56.0,福永祐一,1:52.4,クビ,5.8,3,488(+4),[西] 瀬戸口勉
7,8,8,16,アステリアライデン,牡5,54.0,安田康彦,1:52.6,1,135.2,15,456(-2),[西] 安田伊佐
8,9,4,7,メイショウポパイ,牡4,58.0,佐藤哲三,1:52.7,3/4,4.0,1,532(-10),[西] 南井克巳
9,10,4,8,トワノカチドキ,牡4,57.5,松永幹夫,1:52.8,3/4,7.3,5,488(+4),[西] 服部利之
10,11,2,4,ライオントレジャー,牡6,56.0,小池隆生,1:52.9,1/2,73.2,12,490(-2),[西] 大根田裕
11,12,6,12,ユキノフェアリー,牝5,51.0,内田浩一,1:53.0,1/2,95.1,14,490(-4),[西] 福永甲
12,13,1,2,メイショウスイセイ,牡5,58.0,飯田祐史,1:53.1,1/2,18.5,7,464(+4),[西] 飯田明弘
13,14,5,9,シロキタティターン,牡9,50.0,高井彰大,1:54.3,7,74.8,13,482(0),[西] 加藤敬二
14,15,2,3,ロンリーウルフ,牡7,54.0,高田潤,1:54.5,1,235.8,16,456(-12),[西] 松田博資
15,16,1,1,チェリーツートップ,牡6,57.0,高橋亮,1:54.6,3/4,37.1,10,476(0),[西] 高橋隆
