,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,8,15,シャコーオープン,牡4,55.0,的場文男,1:53.3,,---,2,478(-4),[地] 蛯名末五
1,2,1,1,ミラーズライト,牡7,55.0,柏木健宏,1:53.5,1,---,13,526(-2),[地] 柏木一夫
2,3,4,6,ティーケーツヨシ,牡4,55.5,酒井忍,1:53.7,1,---,1,458(+2),[地] 八木正雄
3,4,4,7,ネイルアート,牝4,53.0,張田京,1:53.7,アタマ,---,5,437(-1),[地] 三坂盛雄
4,5,2,2,コマノブリザード,牡6,55.0,今野忠成,1:53.8,1/2,---,4,504(-1),[地] 辻野豊
5,6,5,9,ブルーオオマサ,牡6,55.0,山田信大,1:53.8,アタマ,---,10,496(+1),[地] 大山一男
6,7,3,5,ウエノマルクン,牡5,55.0,鈴木啓之,1:53.9,1/2,---,6,436(-6),[地] 岡部盛雄
7,8,7,12,ハローシャンハイ,牡5,55.0,立花伸,1:54.0,1/2,---,3,505(+2),[地] 荒居貴美
8,9,7,13,アルスパルパドー,牡5,55.0,桑島孝春,1:54.8,4,---,12,484(-3),[地] 飯野文明
9,10,2,3,ベルモントアトム,牡7,55.0,山崎誠士,1:54.9,クビ,---,8,494(-2),[地] 山崎尋美
10,11,6,10,ストロングゲット,牡6,55.0,熊野勲男,1:54.9,アタマ,---,11,473(0),[地] 赤嶺本浩
11,12,6,11,ヤマタイセイ,牡6,55.0,佐藤隆,1:55.0,3/4,---,9,499(-4),[地] 佐藤賢二
12,13,3,4,リワードフォコン,牡7,55.0,石崎駿,1:55.0,クビ,---,7,503(+1),[地] 太田進
13,14,8,14,サーストンリリー,牝4,51.0,鷹見浩,1:55.5,2.1/2,---,14,478(+1),[地] 井上弘之
14,取,5,8,イシノプライマシー,牡5,55.5,内田博幸,,,---,0,計不,[地] 村上頼章
