,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,3,3,フィガロアルビアン,牝3,52,西啓太,1:40.5,,3.4,2,470(0),[地] 阪本一栄
1,2,7,8,フレアリングキング,牡5,56,的場文男,1:40.6,1/2,2.6,1,510(-1),[地] 佐々木洋
2,3,6,6,ダイリンウルフ,牡5,56,真島大輔,1:40.6,クビ,8.3,5,454(-5),[地] 中道啓二
3,4,1,1,バルドダンサー,牡5,56,張田昂,1:40.8,1,13.7,6,476(-2),[地] 三坂盛雄
4,5,8,9,モンゲートラオ,牡5,56,森泰斗,1:41.0,1,6.9,4,473(+3),[地] 上杉昌宏
5,6,5,5,シンアンドケン,牡7,56,笹川翼,1:41.0,クビ,5.7,3,487(-17),[地] 佐宗応和
6,7,8,10,エスケイエンジェル,牝6,53,古岡勇樹,1:41.7,3.1/2,104.8,9,454(0),[地] 遠藤茂
7,8,4,4,ウインアーカイヴス,牡8,56,藤田凌,1:41.8,3/4,98.4,8,512(-9),[地] 辻野豊
8,9,7,7,ウイニングメイビー,牡6,56,加藤和博,1:42.1,1.1/2,19.3,7,492(0),[地] 佐宗応和
9,10,2,2,マイネルエキサイト,牡6,56,中村尚平,1:44.3,大,182.9,10,500(+1),[地] 村上頼章
