,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,7,8,アドマイヤインディ,牝7,56,宮川実,1:31.2,,1.1,1,474(+11),[地] 打越勇児
1,2,1,1,ヒロカミヒメ,牝4,56,西川敏弘,1:31.9,3,12.4,3,470(-2),[地] 大関吉明
2,3,8,10,マンボフィーリング,牝4,55,上田将司,1:32.6,3,41.7,6,495(-4),[地] 国沢輝幸
3,4,4,4,スウィングベル,牝6,54,山中悠希,1:32.9,1.1/2,54.8,9,495(-3),[地] 松木啓助
4,5,5,5,ヘイハチプリンセス,牝7,54,別府真衣,1:33.0,1/2,27.2,4,445(+3),[地] 宮路洋一
5,6,3,3,スマートターゲット,牝6,56,永森大智,1:33.0,ハナ,7.7,2,484(+6),[地] 雑賀正光
6,7,7,7,フェルトレック,牝5,56,岡村卓弥,1:33.8,4,65.5,10,483(-3),[地] 雑賀正光
7,8,6,6,マイネリスペクト,牝5,56,中西達也,1:33.9,1/2,51.7,7,474(0),[地] 打越勇児
8,9,8,9,タイキベイビー,牝4,55,宮川浩一,1:34.3,2,29.4,5,460(0),[地] 打越勇児
9,10,2,2,ペニーウエイト,牝4,56,赤岡修次,1:34.8,2.1/2,52.4,8,491(-3),[地] 雑賀正光
