,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,3,3,アイファーフクオー,牡5,58,熊沢重文,1:51.5,,4.0,2,474(+4),[西] 福永甲
1,2,1,1,フィールドルージュ,牡4,56,松永幹夫,1:51.7,1.1/4,3.1,1,492(+4),[西] 西園正都
2,3,4,6,ダイナミックエース,牡6,57,小林徹弥,1:52.2,3,50.5,9,510(-2),[西] 目野哲也
3,4,2,2,エイシンロンバード,牡4,56,安藤勝己,1:52.5,2,4.6,3,500(0),[西] 湯浅三郎
4,5,5,7,スナークファルコン,牡4,56,秋山真一,1:52.7,1.1/4,9.2,5,462(+2),[西] 野村彰彦
5,6,6,10,フミノトップヘイロ,牡8,57,本田優,1:52.9,1.1/4,23.4,6,470(+4),[西] 西浦勝一
6,7,3,4,ビッグアーチ,牡6,54,佐久間寛,1:53.6,4,129.7,12,460(0),[西] 南井克巳
7,8,6,9,セイウンドリーム,牡7,57,佐藤哲三,1:53.7,3/4,62.8,10,472(-6),[東] 小桧山悟
8,9,4,5,スリーフェロー,牡7,57,千田輝彦,1:53.9,1.1/4,133.4,13,466(0),[西] 藤岡範士
9,10,8,13,ナリタボールド,牡6,57,安部幸夫,1:54.0,1/2,33.0,7,528(0),[西] 宮本博
10,11,5,8,リリーハンター,牡6,57,岩田康誠,1:54.0,クビ,35.4,8,468(+8),[西] 鹿戸幸治
11,12,7,11,ミラクルザヘッド,牡6,57,柴原央明,1:54.1,1/2,149.6,14,452(-2),[西] 田中章博
12,13,7,12,チーフシャトー,牡4,56,ペリエ,1:54.4,2,5.2,4,482(0),[西] 境直行
13,14,8,14,テンザンダンディー,牡5,54,高井彰大,1:55.0,3.1/2,114.1,11,514(+14),[西] 岩元市三
